Transaction_Amount,Transaction_Hour,Account_Age_Days,Previous_Transactions,Failed_Transactions,Device_Trust_Score,Location_Change,International_Transaction,Transaction_Frequency,Fraud
21.26,14,2594,498,6,84.66,0,1,7,0
341.53,12,1179,172,1,86.08,0,0,3,0
21.19,1,1557,86,3,61.95,0,0,5,0
90.25,18,2144,46,1,74.39,0,0,4,0
31.37,23,118,346,2,35.9,0,0,6,0
62.54,12,1378,186,1,99.84,1,0,3,0
92.64,23,1767,156,0,27.96,0,0,2,0
91.96,10,1003,493,2,59.0,0,1,8,0
101.69,21,1527,398,1,28.21,0,0,3,0
334.86,14,1366,9,2,11.21,0,0,8,0
104.96,9,831,115,1,56.76,0,0,4,0
52.24,8,946,154,3,35.33,0,0,3,1
174.88,8,2706,130,1,58.32,0,0,3,0
219.09,19,200,331,2,55.87,0,0,7,0
19.54,0,2006,81,3,54.23,0,0,1,0
121.19,16,942,384,6,12.33,1,0,6,0
134.45,11,151,290,4,44.02,0,0,7,0
49.52,9,1902,147,2,81.2,0,0,6,0
263.94,4,2897,295,2,31.51,0,1,6,0
57.39,17,2225,466,0,44.38,0,1,1,0
75.61,14,575,269,2,49.38,0,0,5,0
56.09,5,1292,133,4,86.27,0,0,0,0
67.73,6,1472,50,1,65.56,0,0,5,0
22.28,16,1144,23,2,10.02,0,0,5,1
15.8,5,753,378,1,86.52,0,0,5,0
328.49,7,682,376,3,83.21,0,1,9,1
28.59,11,2921,88,4,75.36,0,0,8,0
24.74,20,2896,413,1,46.61,0,0,3,0
7.74,13,540,112,1,75.75,0,1,3,0
35.2,11,1323,111,2,47.87,1,1,8,0
17.76,22,571,72,3,73.66,0,0,8,0
344.47,9,1543,154,1,88.01,0,0,8,0
183.06,21,2232,463,3,89.05,0,0,3,0
33.51,19,311,57,5,45.46,0,0,0,0
634.25,14,194,257,4,85.93,0,0,5,1
178.0,6,519,156,1,10.15,1,0,5,0
48.19,8,2876,113,2,10.18,0,0,3,0
5.48,9,1343,318,1,54.83,0,1,9,0
659.14,9,1379,47,2,65.18,1,0,11,0
16.62,15,2213,238,1,15.3,1,0,2,0
12.87,6,2844,334,1,47.22,0,0,5,0
185.41,4,804,106,5,9.44,0,1,8,0
764.91,22,2489,482,1,60.21,0,0,4,0
266.21,2,1533,187,3,85.51,1,0,1,0
117.2,17,770,159,3,73.76,0,0,6,1
120.87,10,2204,198,4,37.83,1,1,9,0
156.56,14,2538,382,7,99.38,0,0,6,0
142.44,20,444,177,2,66.29,0,1,4,0
88.34,19,1552,261,4,81.52,0,0,6,0
74.01,4,2048,287,2,66.97,0,0,5,0
62.64,23,1716,293,2,98.94,1,0,5,0
31.38,11,78,335,2,82.14,0,0,4,0
50.37,3,1639,143,1,51.94,0,0,7,0
12.27,14,1914,308,1,36.69,0,1,4,0
60.44,8,2932,491,6,68.22,0,0,2,0
24.81,6,2243,197,2,59.02,0,0,4,0
22.12,9,2961,476,1,62.94,1,0,5,0
79.83,22,2739,225,1,34.3,0,0,2,0
268.27,12,2261,395,6,42.87,0,0,1,0
167.05,7,563,43,4,55.81,0,1,6,0
13.87,11,2070,454,2,83.93,0,0,9,0
24.79,21,2723,151,1,76.29,0,0,7,0
170.85,23,1307,296,2,11.87,1,0,6,1
24.97,18,2108,63,0,24.56,0,0,6,0
53.27,0,509,130,0,2.67,0,1,5,0
115.59,15,2426,255,5,0.8,0,1,5,0
25.32,21,2781,463,0,22.44,0,0,5,0
74.1,16,2414,343,0,79.93,0,0,3,0
17.57,17,2904,214,4,90.47,0,1,3,0
36.55,10,1539,73,1,39.18,0,0,8,0
91.82,17,2313,431,2,56.32,0,1,5,0
13.56,6,1521,104,3,70.61,0,0,4,0
103.59,17,288,158,3,95.29,0,0,2,0
65.39,7,1092,272,2,91.29,0,0,4,0
115.87,5,455,315,5,5.72,0,0,10,1
83.42,6,2170,238,3,24.82,0,1,1,0
260.9,22,845,303,0,4.91,0,0,5,0
75.58,21,764,372,5,61.65,0,0,2,0
43.41,9,1855,158,2,71.05,0,1,3,0
75.36,10,1602,109,3,30.83,0,0,4,0
114.81,12,1522,9,1,85.39,0,0,4,0
70.03,8,1440,321,2,45.28,1,0,8,0
69.45,6,2424,59,0,99.84,0,0,3,0
33.05,8,1093,358,2,0.04,0,0,2,0
34.37,12,2386,192,1,10.95,0,0,5,0
16.4,2,2785,136,2,30.18,0,0,4,0
383.59,2,1600,251,3,2.55,0,0,5,0
19.22,0,1918,379,2,78.23,0,0,6,0
33.35,20,2777,436,2,5.28,0,0,4,0
32.51,19,2241,146,1,74.9,0,0,6,0
163.19,1,1032,347,2,5.26,0,0,6,0
49.65,2,2368,466,2,25.27,0,0,1,0
232.23,14,1571,352,4,84.13,1,0,2,0
34.01,23,186,58,1,95.11,0,0,2,0
88.15,5,856,177,3,41.45,0,1,3,0
28.92,12,1258,288,1,96.99,0,0,5,0
569.72,20,1610,245,2,62.69,1,0,7,0
20.34,0,1614,48,2,41.58,0,0,1,0
90.91,19,1985,301,0,80.28,0,0,3,0
125.68,18,2066,438,1,29.53,0,1,3,0
100.87,0,245,356,3,26.58,0,0,5,0
55.41,20,719,100,3,65.65,0,0,7,0
58.57,21,2981,213,2,39.05,0,0,7,0
69.67,1,2742,302,1,13.59,1,0,5,0
57.57,14,803,480,1,6.7,0,0,6,0
174.84,13,2865,415,0,78.78,1,1,6,0
608.21,18,1944,165,1,67.59,0,0,3,0
38.19,10,1679,400,2,41.18,1,0,6,0
16.95,14,36,430,0,89.62,0,0,5,0
61.05,5,2607,126,3,41.09,0,1,5,0
879.81,19,1236,302,2,71.03,0,0,5,0
29.85,8,94,462,4,90.91,0,1,5,0
343.48,4,1865,121,1,84.07,0,0,4,0
356.99,19,2523,88,4,51.11,0,1,11,1
38.34,1,1132,217,2,68.06,0,1,4,0
117.8,5,1223,61,1,41.37,0,0,8,0
339.81,17,21,302,5,64.72,1,0,4,1
45.64,22,1022,179,5,25.76,0,0,5,0
54.4,18,1758,190,2,43.47,0,0,5,0
37.27,8,1886,163,2,20.95,0,0,6,0
24.17,20,2629,81,3,3.82,1,0,2,0
34.84,23,1327,494,3,58.85,0,0,6,0
19.61,5,1393,170,2,86.44,1,0,9,1
69.0,13,1688,301,3,2.56,0,0,8,0
30.88,23,2971,374,2,19.6,0,1,5,0
84.25,12,189,196,0,46.02,0,0,9,0
14.07,10,806,203,2,66.59,0,0,6,0
92.84,11,1477,47,4,17.12,0,0,3,1
153.47,18,2034,463,0,5.67,0,0,8,1
9.08,18,2498,158,4,51.9,1,0,3,0
96.94,20,896,408,0,81.87,0,1,3,0
227.62,18,2478,194,2,3.52,0,0,6,0
19.89,23,1199,427,0,34.94,0,0,6,0
355.16,12,1685,418,1,66.35,0,0,3,0
101.39,13,1529,279,2,13.07,0,0,3,0
32.95,23,2525,317,1,23.59,0,0,7,0
63.07,17,2770,479,4,53.55,0,0,4,0
116.55,11,2442,421,2,95.32,0,0,4,0
71.95,3,2371,269,0,28.73,0,0,7,1
114.29,9,780,481,1,48.75,0,0,4,0
26.56,16,1288,199,4,39.99,0,0,8,0
78.99,3,968,224,6,89.74,0,0,4,0
16.22,11,926,263,1,7.19,0,1,6,1
59.67,12,2080,426,3,56.61,0,0,2,0
27.01,3,1791,166,2,84.61,0,0,6,0
31.96,9,348,180,0,98.81,0,0,6,0
229.54,2,1526,428,4,69.87,0,1,4,0
198.6,14,2880,192,3,37.99,0,0,7,0
122.63,1,2423,397,0,41.18,0,1,2,0
22.37,16,1405,216,0,35.17,0,0,6,0
48.6,5,924,284,2,60.36,0,1,6,0
224.33,7,1863,352,3,73.94,0,1,8,0
76.84,2,484,107,2,81.95,0,0,3,0
678.12,17,1456,466,2,41.66,0,1,4,0
98.82,21,1389,98,1,71.67,0,1,4,0
80.81,0,1493,368,3,91.62,0,1,5,0
48.95,15,2084,482,3,92.08,0,1,2,0
76.21,6,2999,499,1,70.4,0,0,0,0
57.26,2,2859,230,1,63.69,0,1,3,0
135.38,22,810,257,2,53.15,0,0,5,0
173.59,3,2917,43,3,18.32,0,0,5,0
30.39,8,1256,242,2,12.36,0,0,10,0
17.62,4,873,42,2,48.57,0,0,7,0
10.63,18,2747,95,1,15.94,1,0,5,0
110.83,14,1181,434,4,57.7,0,0,3,0
22.12,7,748,254,1,64.57,0,1,8,0
7.75,5,1384,188,0,52.56,1,0,1,0
98.35,17,2472,385,3,3.64,1,0,10,0
806.74,18,991,307,0,5.77,0,0,1,0
66.28,23,2486,400,2,11.33,0,0,4,0
154.24,14,2098,167,3,15.36,0,0,6,0
72.37,6,2962,271,3,98.99,0,0,5,0
60.41,9,1021,125,3,34.45,1,0,7,1
167.18,5,2760,161,1,29.2,0,0,8,0
49.89,13,2136,87,2,5.23,1,0,3,0
87.13,16,726,309,2,63.53,0,0,5,0
91.99,8,1817,489,0,65.22,0,0,8,0
34.19,18,2601,226,0,17.54,1,0,7,0
179.84,4,1483,145,2,91.92,0,0,9,0
55.98,22,2531,345,2,80.05,0,0,2,0
31.32,6,1175,248,3,23.03,1,0,8,0
114.04,18,2351,362,3,48.58,0,0,3,0
27.15,19,619,6,1,45.84,0,1,4,1
68.59,6,2193,31,2,34.85,0,0,2,0
66.08,23,2541,197,1,81.76,0,0,7,0
197.53,1,1822,232,1,10.93,0,0,2,0
107.2,22,1345,296,0,41.53,1,0,4,0
65.04,15,2871,414,3,42.8,0,0,4,0
151.07,12,564,325,2,46.87,0,0,4,0
267.79,7,1665,460,2,86.13,0,1,6,0
116.49,5,1765,135,0,21.82,0,0,8,0
67.38,5,55,493,3,10.29,0,0,1,1
17.96,8,1269,13,2,61.78,1,0,2,0
22.99,3,1081,497,3,17.38,1,0,2,1
49.15,10,2255,4,2,7.49,0,0,1,0
36.25,4,2141,178,5,42.66,0,1,4,0
55.31,16,552,234,3,21.96,0,0,8,0
70.57,19,1461,259,0,36.12,0,0,2,0
113.26,6,2128,140,3,25.97,0,0,2,0
62.15,14,2577,65,2,9.26,1,0,5,0
108.47,14,2002,283,4,56.03,0,0,3,0
71.13,13,2955,363,2,2.7,0,0,4,0
9.25,12,922,306,4,96.64,0,1,6,0
26.07,10,1078,205,4,34.13,0,0,7,0
57.74,12,2350,17,2,69.52,0,1,7,0
19.89,21,2995,200,2,81.04,0,0,2,0
121.5,23,821,32,3,27.91,0,0,7,0
308.2,8,1498,212,2,74.87,1,1,2,1
225.6,9,1918,435,2,83.24,0,0,3,0
53.87,3,1583,273,3,24.13,1,0,4,0
296.11,16,876,290,3,99.25,0,0,1,0
77.38,13,2437,291,2,2.07,1,1,3,0
47.6,23,1776,483,2,21.7,1,0,9,0
36.11,17,2319,486,2,78.0,0,0,0,0
49.28,10,589,234,4,19.41,0,0,2,0
45.23,15,2414,408,4,69.83,0,0,6,0
79.08,0,1452,182,3,85.55,0,0,3,0
78.3,6,707,146,2,95.92,0,1,5,0
66.89,9,1986,50,4,47.42,0,0,6,0
103.23,8,2500,430,2,97.11,0,0,2,0
219.35,2,735,432,2,41.16,0,0,6,0
172.35,21,295,103,6,21.81,0,0,7,0
15.11,22,1901,33,1,51.39,0,0,8,0
5.19,13,579,497,0,64.98,0,0,5,0
169.75,14,2897,471,1,45.8,0,0,5,0
17.0,1,1974,89,1,56.7,0,0,8,0
53.26,23,1523,485,2,41.64,0,1,8,0
20.69,13,507,411,0,52.48,0,0,8,0
11.0,15,1927,385,5,95.26,0,0,5,0
114.6,6,714,341,4,49.98,0,1,5,0
142.47,3,1366,315,3,25.32,1,0,5,0
37.47,17,571,241,2,75.87,0,0,5,0
5.0,23,2008,266,1,33.76,1,0,5,0
38.62,4,41,223,2,81.62,0,0,7,0
98.67,5,52,236,3,5.68,0,0,6,0
15.2,6,1926,153,4,33.22,0,0,2,0
80.11,14,1384,468,1,9.44,0,0,2,0
65.67,0,1855,57,0,8.53,0,0,2,0
119.02,23,568,322,1,65.84,1,0,4,0
75.16,3,2327,375,0,38.53,0,0,4,0
25.2,0,1446,112,2,87.15,0,0,5,0
220.65,10,952,15,2,51.64,0,1,11,0
56.91,17,1608,412,0,29.53,1,0,5,0
64.89,13,1380,269,0,72.09,0,0,6,0
26.23,21,1938,114,0,62.4,0,0,3,0
42.81,10,1646,252,0,79.96,0,1,4,0
27.53,9,2094,374,2,64.36,1,0,7,0
56.1,16,101,142,3,16.7,0,0,7,0
369.34,3,1853,114,2,67.03,0,0,4,0
16.91,23,194,450,2,39.15,0,1,6,0
13.28,14,737,290,3,46.31,0,0,5,0
290.37,15,1061,483,2,92.16,0,0,4,0
54.09,20,1581,357,3,36.0,0,0,1,0
34.16,12,2429,25,3,61.2,0,0,6,0
188.65,8,841,368,3,36.35,0,1,4,1
36.39,10,354,310,2,9.47,0,1,4,0
414.06,10,1452,255,0,45.35,0,0,6,0
131.36,5,1229,463,4,59.71,0,1,3,0
40.94,0,2135,268,1,40.75,0,0,2,0
576.69,21,176,126,2,39.07,0,0,4,0
36.39,5,273,393,3,82.04,0,0,8,0
140.06,12,1505,250,5,2.97,0,0,7,0
89.95,21,1241,287,1,29.56,0,1,7,0
245.12,23,2781,334,2,81.18,0,1,3,0
317.83,21,1296,477,2,92.05,0,1,0,0
68.86,4,1539,53,3,41.23,0,0,5,0
31.39,14,1818,368,3,88.88,1,0,6,0
105.63,17,2569,43,1,19.89,0,0,5,0
33.86,19,1887,166,4,22.14,0,0,7,0
499.39,13,1759,42,2,84.62,1,0,6,0
76.44,14,1919,380,3,90.33,0,0,6,0
46.28,4,2633,456,1,22.28,0,0,9,0
80.21,3,2779,176,3,5.93,0,0,7,0
17.34,1,1345,67,1,9.03,0,0,7,0
25.24,6,1207,66,1,26.14,1,0,2,0
221.5,9,2488,400,1,76.14,1,0,6,0
34.57,15,777,83,4,51.0,0,0,7,1
23.41,9,2520,350,2,45.56,0,1,4,0
114.05,17,110,105,0,58.41,0,0,10,0
218.26,16,1742,400,1,89.02,0,0,7,0
136.86,20,1929,287,4,9.04,0,0,4,0
180.56,12,2301,374,1,69.47,0,0,9,0
31.29,0,1381,186,1,92.68,0,0,9,0
16.09,0,114,284,3,21.34,0,1,3,0
299.27,14,703,4,0,83.78,0,0,4,0
48.29,0,1700,138,1,69.8,0,0,7,0
51.89,5,1320,179,1,1.45,0,0,5,0
251.69,12,1080,237,2,23.16,1,0,7,0
116.31,0,1076,18,2,60.58,0,0,7,0
105.2,4,827,303,1,50.24,1,0,2,0
581.15,8,2278,416,2,52.79,0,0,3,0
35.04,16,1546,414,1,23.19,0,0,2,1
168.65,15,2201,420,2,67.5,0,1,4,1
70.6,7,899,9,2,26.64,1,0,1,0
87.23,16,1887,420,4,38.94,0,0,3,0
307.5,14,1883,29,1,36.89,0,0,4,0
110.81,23,799,144,4,67.2,0,0,3,0
114.24,0,562,348,3,9.03,1,0,8,1
194.9,11,853,149,3,20.55,0,0,2,0
46.3,4,668,64,1,20.05,0,0,6,0
28.81,23,2894,367,3,10.84,0,1,7,0
23.46,5,1028,450,2,20.76,0,0,5,0
9.33,0,1963,380,2,60.71,1,1,3,0
521.24,0,1200,187,1,73.22,0,1,9,0
22.13,9,760,366,1,66.03,1,0,8,0
53.45,9,2306,227,0,47.52,0,0,6,0
50.56,2,784,118,3,5.24,1,1,3,1
90.69,16,2821,412,3,95.9,0,0,0,0
150.77,18,1390,439,3,16.81,0,0,10,0
157.67,10,701,356,1,66.84,0,0,4,0
37.22,17,2877,254,1,91.29,0,0,2,0
56.42,1,728,31,1,69.78,0,0,4,0
88.46,8,243,161,6,21.8,1,0,8,1
52.0,23,2081,215,3,31.58,0,0,1,0
332.73,16,1414,444,1,3.02,0,1,3,1
108.96,13,1015,169,4,61.28,1,0,5,0
139.06,3,1379,81,1,61.3,0,0,3,0
129.4,16,1411,46,1,72.55,0,0,3,0
215.61,16,2579,49,2,1.1,0,0,4,0
79.92,11,2074,449,0,81.78,1,0,2,0
18.23,19,2302,298,2,73.87,0,0,3,0
99.45,17,2775,407,0,14.09,0,1,7,1
34.77,2,2827,368,1,34.76,0,0,5,0
39.31,10,726,283,3,63.85,0,0,5,0
119.86,17,1572,473,3,49.58,0,0,5,0
230.05,3,1721,416,2,11.51,0,1,8,0
68.12,16,1235,467,1,8.73,0,0,8,0
90.82,17,1281,88,0,78.15,0,1,4,0
365.85,4,2175,121,2,15.6,0,0,11,0
84.84,13,18,3,1,17.21,0,0,3,0
899.36,9,607,316,2,83.09,0,1,7,0
117.39,14,32,460,4,61.21,0,0,7,0
11.46,0,2000,227,1,60.47,0,0,5,0
141.65,15,2297,79,4,47.93,0,0,3,1
97.63,10,1618,145,0,56.9,0,1,9,0
242.2,22,2084,242,1,60.18,0,0,6,0
130.74,19,1114,32,0,96.78,1,0,5,0
58.06,5,2256,263,1,22.3,0,1,5,0
19.6,23,2832,211,1,21.46,0,0,8,0
54.11,21,101,71,5,5.72,0,0,3,0
28.49,15,860,384,1,65.82,1,0,6,1
37.32,1,1992,197,1,54.9,0,0,5,0
120.13,0,1117,58,0,11.12,0,1,5,0
354.22,23,309,424,3,36.45,0,0,6,0
98.96,23,2353,469,2,17.87,0,0,7,0
20.17,8,2704,112,2,33.15,1,0,5,0
104.02,21,1487,48,2,95.13,0,0,4,0
220.66,11,1314,435,3,68.33,0,0,4,0
36.24,16,1010,185,1,0.76,0,0,5,0
58.32,14,1092,367,1,25.25,1,0,0,0
67.67,18,2966,327,1,1.04,1,0,7,0
30.42,21,2928,165,3,71.49,0,1,5,0
127.52,9,1375,215,4,46.94,1,0,3,0
59.09,11,2810,331,3,99.4,0,0,0,0
101.45,13,2399,330,0,73.36,0,0,12,0
27.45,8,2119,121,3,51.79,0,0,6,0
43.06,12,785,213,3,80.47,0,0,1,0
137.33,2,2682,311,0,70.48,0,0,5,0
45.93,20,1462,41,3,24.38,1,0,3,0
375.01,13,1691,353,4,53.03,0,0,4,0
44.72,20,1761,404,1,55.6,0,0,5,0
83.49,9,2313,289,3,45.12,0,0,4,0
169.46,15,2885,168,2,17.92,0,0,4,0
16.15,6,1861,483,1,22.34,0,0,7,0
11.46,3,1907,34,5,28.1,0,0,6,0
14.5,19,1739,318,1,1.03,0,0,7,1
235.71,22,1337,484,0,91.69,0,0,5,0
38.4,10,624,475,2,68.61,0,0,4,0
861.09,15,254,275,1,68.96,0,0,5,1
37.93,19,766,427,4,57.23,0,0,3,0
80.2,3,833,197,1,68.93,0,0,7,0
311.72,21,2837,191,1,98.19,0,0,6,0
495.76,21,2789,221,2,38.52,0,0,3,0
524.01,22,1856,10,1,71.25,0,1,5,0
223.27,16,1445,120,3,35.95,1,0,7,0
185.69,12,2935,123,5,85.43,0,0,5,0
120.61,10,1250,247,1,85.8,0,0,7,0
145.24,2,525,360,2,90.23,0,0,5,0
38.43,8,483,397,3,0.55,0,0,4,0
29.42,5,45,221,3,29.82,0,0,2,0
66.46,21,1420,261,3,13.39,0,0,4,0
56.25,20,1802,58,2,45.4,0,0,6,0
42.38,10,1744,315,0,49.54,0,0,5,0
133.81,15,839,460,2,25.59,0,0,6,0
173.35,18,1102,128,3,72.34,0,0,5,0
72.85,4,2423,187,2,26.98,0,0,4,0
292.23,13,1195,205,0,85.39,0,0,2,0
21.29,16,1772,86,3,17.77,1,0,4,0
54.95,2,954,104,4,36.72,0,0,5,0
32.56,3,1521,143,1,62.22,0,0,7,0
10.31,15,440,205,4,60.53,0,0,5,0
61.39,15,2032,129,0,7.8,0,0,4,0
59.04,20,868,246,3,84.63,0,0,6,0
302.91,3,239,38,3,59.81,0,1,6,0
125.31,18,2427,363,3,86.99,0,0,3,0
23.95,16,187,109,3,86.76,0,0,4,0
425.85,12,1443,309,2,54.59,0,0,6,0
226.11,21,2625,52,1,91.08,0,0,3,1
119.35,22,1623,1,3,84.84,0,0,6,0
53.17,23,2850,11,1,95.81,0,0,4,0
25.55,0,1773,314,3,85.05,0,1,5,0
45.96,11,2957,235,3,82.12,0,0,6,0
198.1,3,1784,128,3,46.94,0,0,1,0
439.04,10,984,424,2,21.2,0,0,5,0
312.07,4,91,214,3,91.07,0,1,6,0
40.9,1,855,483,1,72.25,1,1,7,1
21.77,16,2819,444,2,28.17,0,1,3,0
76.78,7,1226,243,1,34.1,0,0,5,0
11.38,5,627,44,4,68.61,1,0,2,0
92.13,20,2273,6,3,47.78,0,0,2,0
57.54,8,2347,156,4,8.15,0,0,7,0
41.84,12,454,415,4,14.14,1,1,0,0
13.54,10,932,8,4,74.56,1,0,3,0
111.45,15,2609,5,4,32.86,0,0,9,0
39.15,15,202,362,1,50.76,0,0,7,0
20.7,1,1672,182,0,76.66,0,0,4,0
3.77,9,298,112,0,75.12,0,0,6,0
64.88,11,2640,492,4,16.7,1,0,5,0
392.39,7,1177,273,3,9.84,0,0,5,0
351.17,10,1440,422,0,59.12,0,0,6,0
42.22,9,1844,265,1,74.16,0,0,5,0
36.52,12,2914,458,2,14.9,0,1,9,0
106.57,16,1980,212,1,37.2,0,0,6,0
24.57,6,2838,78,1,87.03,0,0,9,0
90.18,23,905,270,6,94.42,0,0,3,1
143.46,2,929,154,1,45.41,0,0,8,0
227.45,19,2621,221,2,7.95,0,1,4,0
60.33,12,2044,369,0,25.77,0,1,5,1
54.4,18,1562,446,1,23.3,1,0,5,0
27.72,6,1710,347,1,23.9,0,0,10,0
29.17,8,2070,25,2,49.39,1,0,2,0
53.17,18,1735,464,1,58.32,0,0,12,0
96.29,12,2397,420,0,12.25,0,1,4,0
166.27,21,2922,354,1,88.94,0,0,5,0
29.87,7,1907,208,3,62.0,1,0,8,0
296.69,21,1809,417,1,59.73,0,0,3,1
50.85,17,321,3,1,98.73,0,0,7,0
65.28,22,2790,215,3,62.81,1,0,6,0
31.59,1,1137,395,3,92.9,0,1,5,0
5.9,17,348,112,1,28.63,0,0,3,0
161.43,17,2357,442,0,24.01,0,1,9,0
139.33,10,368,192,4,51.65,0,0,2,0
50.33,0,2226,402,2,50.86,0,0,5,0
71.31,13,1182,47,1,22.65,0,0,8,0
111.71,15,2818,489,3,69.97,0,0,11,0
13.98,10,777,428,1,2.96,0,0,4,0
39.29,0,2099,221,1,69.06,0,0,5,0
147.56,6,211,187,4,45.72,0,0,5,0
19.02,15,1702,50,4,68.9,0,0,4,0
89.44,13,473,197,1,47.71,0,0,2,0
17.17,14,458,216,2,97.73,0,0,5,0
106.32,13,922,413,4,33.47,1,0,8,1
64.35,20,807,221,2,98.26,0,0,5,0
13.26,10,803,380,2,6.5,0,0,9,0
213.74,15,446,90,1,68.38,0,0,2,0
31.99,18,1926,232,2,45.42,0,1,11,0
29.66,16,1783,323,1,82.21,0,1,4,0
81.5,5,540,258,3,78.96,0,0,9,0
210.32,10,574,153,4,80.02,0,1,1,0
24.15,16,1630,256,3,9.47,0,1,4,0
70.93,8,1306,403,1,82.24,0,0,4,0
102.39,17,2929,424,0,21.4,1,0,4,0
133.37,16,222,258,1,2.57,0,0,7,1
79.55,11,958,467,4,21.77,0,0,3,0
46.2,22,1137,65,1,47.93,0,0,6,0
29.15,21,201,190,2,74.21,0,0,2,0
72.69,21,1413,91,0,21.86,0,0,10,0
22.83,4,2000,438,5,11.3,0,0,5,1
3.59,10,1114,173,2,64.6,0,0,2,0
103.19,3,714,247,1,98.39,0,0,8,0
164.67,3,558,256,3,60.09,1,0,7,0
6.28,2,1871,116,4,69.11,0,1,5,0
24.29,23,163,49,1,56.12,0,0,6,0
123.86,22,1675,227,1,78.23,0,0,5,0
521.91,16,580,489,4,97.58,0,0,2,0
68.09,6,1794,69,4,54.41,0,1,6,0
32.2,3,2297,422,1,41.68,1,0,7,0
55.54,22,2431,388,2,86.03,1,0,3,0
263.72,12,814,401,3,96.97,0,1,8,0
34.95,11,808,126,2,12.92,0,0,3,0
29.99,0,620,437,3,57.82,1,0,7,0
41.15,20,2745,213,2,79.25,0,0,2,0
25.7,18,2831,53,8,53.33,0,0,4,0
75.39,20,1816,112,2,40.92,0,0,2,0
338.55,19,152,159,1,65.52,0,1,5,0
92.12,17,281,240,1,27.01,1,0,7,1
51.81,10,1565,150,0,34.91,0,0,4,0
49.81,19,2483,139,0,99.23,0,0,7,0
13.97,2,2103,418,2,63.65,0,0,6,1
161.27,16,2152,113,1,87.29,1,0,9,0
61.69,11,2121,143,3,80.78,0,0,9,0
55.67,9,2470,370,2,65.23,0,0,5,0
1624.75,7,468,138,1,84.07,0,0,5,0
89.9,14,1748,486,1,28.72,0,1,3,0
31.44,4,1442,480,2,63.71,0,1,1,0
43.54,3,2527,437,4,59.06,0,0,5,1
210.28,20,2867,304,2,62.24,0,0,10,1
74.68,19,515,31,2,16.86,0,0,6,0
15.83,18,1719,293,1,27.72,0,0,7,0
167.21,20,1106,108,1,28.67,0,0,3,0
34.19,3,93,284,1,60.19,0,0,6,0
434.11,14,68,159,1,97.25,0,0,6,0
196.38,16,1054,326,2,95.41,0,0,4,1
42.64,11,1491,14,2,22.72,0,0,5,0
240.09,2,2975,122,4,30.48,0,0,6,1
71.37,9,2214,215,3,3.61,0,0,4,0
156.46,14,1362,272,4,39.88,0,0,6,0
108.28,9,1606,25,5,83.47,0,1,2,0
28.61,23,585,423,3,91.58,0,0,5,0
35.04,22,2894,322,2,23.65,0,1,4,0
186.79,17,689,294,1,26.58,0,0,6,0
47.71,0,212,169,3,22.08,0,0,3,0
44.54,2,1139,103,2,35.01,0,0,8,0
25.66,20,327,354,0,80.48,0,1,3,0
101.86,11,1215,371,4,64.69,0,0,5,0
524.54,0,1648,40,3,78.59,0,1,5,0
22.93,2,1806,235,2,58.3,0,0,3,0
68.32,2,415,320,0,25.77,1,0,5,1
273.75,4,2552,89,1,22.8,0,0,9,0
61.58,18,688,100,6,0.9,0,0,5,0
104.83,0,1280,144,1,78.1,0,1,4,1
23.05,3,1899,82,3,84.71,0,0,12,0
102.34,3,1557,77,2,76.83,1,0,2,0
55.3,16,1653,59,4,7.44,1,0,3,0
178.7,13,1369,229,0,76.22,0,0,4,1
218.63,17,1455,91,2,4.58,0,0,5,0
888.53,0,844,354,3,10.56,1,0,6,0
119.06,21,2251,395,1,44.05,0,0,4,0
92.37,15,2365,1,0,47.61,0,0,5,0
80.99,2,1678,269,1,81.61,0,0,0,0
46.84,22,1940,286,4,67.95,0,1,3,0
93.55,20,2563,197,2,15.33,0,1,4,0
49.63,8,290,274,1,22.61,0,1,5,0
78.92,22,2732,78,1,28.57,0,0,3,0
249.04,3,1823,141,2,12.37,1,0,6,0
24.37,20,942,288,1,28.76,1,0,5,0
208.49,4,2772,71,3,72.86,0,1,4,0
248.92,10,617,456,4,24.14,1,0,6,0
59.26,20,492,50,2,83.54,0,0,0,0
7.99,8,1256,455,2,46.95,0,0,5,0
36.31,2,1782,372,4,32.29,0,0,3,0
243.96,5,2174,369,1,41.24,0,0,5,0
65.18,23,201,80,1,70.95,0,0,8,0
24.55,10,2845,235,2,51.68,0,0,3,0
40.25,8,2675,287,1,0.73,0,1,2,0
154.57,14,2027,307,1,92.23,0,0,3,0
115.21,22,2573,155,3,6.6,0,0,6,0
52.51,2,316,60,5,93.86,0,0,7,0
46.21,0,541,33,3,2.82,0,1,8,0
45.07,19,131,437,1,77.1,0,1,3,0
26.51,21,2706,127,2,53.47,0,1,4,0
335.42,18,601,221,6,50.57,0,0,6,0
48.31,13,2927,200,1,7.28,0,1,5,0
225.24,16,1485,417,2,23.87,1,0,6,0
305.31,21,68,126,4,77.75,0,0,6,0
180.97,13,2358,41,3,89.13,0,0,2,0
43.31,16,2610,275,2,52.91,1,0,3,0
99.86,13,1583,469,0,35.33,0,0,8,0
65.09,11,1150,297,5,5.99,0,0,2,0
27.01,15,1820,85,0,68.22,0,0,3,0
92.24,0,1815,89,1,27.84,0,0,8,0
20.51,12,408,42,2,5.5,0,0,5,1
218.7,5,2572,120,2,66.59,0,0,4,0
