CustomerID,Age,TenureMonths,MonthlyRevenue,SupportTickets,MonthlyLogins,Contract,Segment,ChurnRisk,Churn
C00915,48,45,22.82,3,15,Monthly,Standard,0.524,1
C00916,41,13,205.53,2,14,Monthly,Value,0.263,0
C00917,46,58,72.91,1,11,Annual,Value,0.119,0
C00918,58,33,27.91,2,4,Annual,Standard,0.438,0
C00919,31,33,41.65,3,11,Annual,Premium,0.361,0
C00920,51,43,68.05,3,15,Annual,Standard,0.202,0
C00921,63,47,74.78,1,8,Annual,Premium,0.178,0
C00922,47,58,26.56,3,14,Annual,Premium,0.203,0
C00923,41,35,75.87,0,6,Annual,Standard,0.241,0
C00924,25,37,58.59,3,13,Annual,Value,0.272,0
C00925,30,45,95.72,2,14,Monthly,Premium,0.303,1
C00926,67,16,97.03,2,13,Monthly,Premium,0.55,1
C00927,46,19,87.8,1,14,Monthly,Value,0.52,0
C00928,33,38,85.58,3,4,Annual,Premium,0.264,0
C00929,39,4,37.95,2,17,Annual,Premium,0.547,0
C00930,48,20,25.04,1,16,Monthly,Standard,0.675,0
C00931,45,44,60.42,3,12,Monthly,Value,0.446,1
C00932,54,59,171.33,3,13,Annual,Standard,0.043,0
C00933,31,32,218.16,4,12,Monthly,Standard,0.168,0
C00934,51,24,205.71,1,11,Annual,Standard,0.083,1
C00935,41,27,120.84,0,10,Monthly,Premium,0.367,0
C00936,66,42,126.36,3,11,Monthly,Value,0.289,0
C00937,26,33,82.92,3,9,Monthly,Value,0.501,1
C00938,25,2,174.79,7,13,Monthly,Standard,0.552,0
C00939,42,33,172.95,3,7,Monthly,Standard,0.268,0
C00940,44,25,188.85,3,9,Monthly,Standard,0.272,0
C00941,53,43,199.1,3,12,Monthly,Premium,0.137,0
C00942,39,53,106.87,2,11,Monthly,Standard,0.242,0
C00943,65,58,173.38,3,18,Annual,Premium,0.037,0
C00944,42,37,181.28,3,14,Monthly,Value,0.184,1
C00945,24,22,81.69,2,14,Monthly,Standard,0.535,1
C00946,24,27,205.85,2,17,Monthly,Standard,0.164,0
C00947,68,11,38.87,1,8,Two Year,Standard,0.54,1
C00948,24,57,218.85,4,14,Annual,Value,0.03,0
C00949,67,51,174.02,2,14,Two Year,Value,0.048,0
C00950,32,52,38.65,2,14,Two Year,Standard,0.199,1
C00951,22,20,151.25,2,13,Monthly,Premium,0.357,0
C00952,33,20,26.84,1,16,Annual,Standard,0.427,1
C00953,49,52,174.04,2,9,Monthly,Premium,0.137,0
C00954,40,33,179.84,2,16,Two Year,Premium,0.076,0
C00955,58,43,140.48,2,10,Monthly,Premium,0.239,0
C00956,49,30,191.37,2,12,Monthly,Value,0.2,0
C00957,38,27,39.58,2,10,Two Year,Premium,0.404,1
C00958,51,38,75.18,3,7,Annual,Standard,0.268,0
C00959,68,49,102.84,6,12,Two Year,Standard,0.164,0
C00960,39,21,28.49,3,10,Monthly,Standard,0.739,1
C00961,25,49,109.64,0,11,Monthly,Standard,0.229,0
C00962,39,15,73.04,3,3,Monthly,Value,0.724,1
C00963,61,25,98.55,1,10,Monthly,Standard,0.471,1
C00964,29,55,105.02,5,14,Monthly,Standard,0.264,1
C00965,67,58,195.88,2,5,Monthly,Standard,0.102,0
C00966,48,56,74.07,2,12,Annual,Value,0.131,0
C00967,49,19,198.75,2,15,Monthly,Value,0.232,0
C00968,34,51,105.19,2,10,Annual,Standard,0.117,0
C00969,65,57,85.56,1,10,Two Year,Standard,0.111,0
C00970,19,59,120.5,0,12,Annual,Premium,0.061,0
C00971,33,2,103.55,1,12,Monthly,Premium,0.636,1
C00972,39,45,71.47,2,9,Monthly,Premium,0.409,1
C00973,42,60,120.54,1,10,Monthly,Premium,0.167,0
C00974,42,46,50.36,1,13,Annual,Premium,0.201,1
C00975,25,14,90.39,3,14,Monthly,Value,0.6,0
C00976,29,46,133.16,1,14,Monthly,Value,0.197,0
C00977,22,7,102.68,2,11,Two Year,Value,0.382,0
C00978,47,29,184.78,0,12,Annual,Standard,0.079,0
C00979,36,38,71.34,3,11,Annual,Standard,0.25,0
C00980,47,28,213.95,2,16,Monthly,Premium,0.151,1
C00981,48,42,176.94,3,9,Two Year,Standard,0.08,0
C00982,54,15,213.52,2,8,Monthly,Standard,0.271,1
C00983,46,37,187.63,2,8,Monthly,Standard,0.191,0
C00984,51,39,48.42,1,7,Two Year,Value,0.289,0
C00985,48,39,125.29,1,14,Two Year,Value,0.112,0
C00986,51,18,54.0,3,11,Monthly,Premium,0.691,1
C00987,50,19,183.65,3,6,Monthly,Standard,0.352,0
C00988,34,16,136.83,2,15,Monthly,Premium,0.414,1
C00989,30,28,72.69,0,8,Annual,Premium,0.282,0
C00990,58,36,205.92,2,9,Annual,Premium,0.065,0
C00991,35,22,43.04,1,9,Monthly,Premium,0.666,1
C00992,46,25,132.77,1,9,Monthly,Standard,0.379,0
C00993,28,18,164.21,2,14,Annual,Standard,0.153,0
C00994,40,14,31.77,2,16,Annual,Premium,0.487,0
C00995,45,40,139.57,5,15,Monthly,Value,0.279,0
C00996,50,49,183.18,4,13,Annual,Standard,0.057,0
C00997,45,18,33.51,0,13,Two Year,Standard,0.429,0
C00998,36,52,122.45,4,11,Monthly,Standard,0.247,0
C00999,68,35,71.71,4,10,Annual,Standard,0.294,0
C01000,44,11,152.58,1,9,Annual,Standard,0.224,0
C01001,60,22,43.74,1,12,Annual,Standard,0.395,0
C01002,56,1,207.41,3,10,Two Year,Value,0.197,0
C01003,47,3,198.95,1,17,Annual,Standard,0.142,0
C01004,64,21,57.19,2,11,Monthly,Standard,0.64,1
C01005,24,28,84.65,2,20,Monthly,Premium,0.422,1
C01006,65,48,137.53,1,20,Annual,Value,0.061,0
C01007,62,9,163.61,2,13,Monthly,Standard,0.413,1
C01008,44,51,108.53,0,13,Monthly,Standard,0.207,0
C01009,56,15,51.26,3,6,Monthly,Value,0.754,1
C01010,45,9,40.83,6,14,Annual,Standard,0.609,0
C01011,31,42,219.95,4,14,Two Year,Premium,0.046,0
C01012,59,47,111.07,3,7,Annual,Standard,0.148,0
C01013,30,37,194.51,1,13,Annual,Standard,0.058,0
C01014,34,7,116.48,4,13,Monthly,Value,0.614,1
C01015,45,7,204.47,2,13,Monthly,Standard,0.316,0
C01016,61,24,37.55,4,8,Two Year,Premium,0.497,1
C01017,37,28,42.8,3,13,Monthly,Standard,0.627,1
C01018,43,60,205.93,3,20,Annual,Standard,0.03,0
C01019,20,18,209.5,1,9,Annual,Premium,0.103,1
C01020,24,12,82.94,2,11,Monthly,Value,0.641,1
C01021,20,57,91.03,2,13,Annual,Premium,0.103,0
C01022,21,10,110.49,1,12,Monthly,Value,0.548,1
C01023,63,2,103.23,3,11,Monthly,Value,0.685,1
C01024,61,26,58.01,2,14,Monthly,Premium,0.57,0
C01025,60,25,199.68,1,17,Monthly,Standard,0.171,0
C01026,20,38,70.66,1,15,Monthly,Value,0.398,0
C01027,22,53,161.05,2,10,Two Year,Standard,0.06,0
C01028,32,56,33.43,4,14,Monthly,Standard,0.428,0
C01029,47,18,27.75,2,12,Annual,Premium,0.499,1
C01030,35,59,150.75,0,19,Annual,Premium,0.034,0
C01031,43,38,87.8,1,8,Monthly,Standard,0.408,0
C01032,26,5,151.09,3,13,Monthly,Premium,0.507,0
C01033,56,57,38.8,1,14,Two Year,Premium,0.16,0
C01034,34,9,209.97,2,9,Annual,Standard,0.146,0
C01035,21,36,169.7,2,7,Two Year,Premium,0.103,0
C01036,56,48,195.25,1,10,Monthly,Value,0.111,0
C01037,64,15,47.29,2,8,Annual,Value,0.502,0
C01038,18,17,84.03,5,17,Annual,Value,0.366,0
C01039,40,29,93.67,3,9,Two Year,Premium,0.272,1
C01040,61,54,127.43,4,16,Monthly,Standard,0.195,0
C01041,54,14,79.37,1,9,Two Year,Value,0.385,0
C01042,62,40,32.13,1,12,Monthly,Standard,0.521,0
C01043,39,28,93.78,0,11,Annual,Standard,0.216,1
C01044,37,7,70.91,3,9,Annual,Standard,0.515,0
C01045,54,43,97.18,0,9,Annual,Standard,0.144,0
C01046,25,50,59.39,3,15,Monthly,Standard,0.373,0
C01047,30,35,72.38,2,15,Annual,Standard,0.225,0
C01048,49,11,145.39,0,10,Monthly,Premium,0.431,0
C01049,52,10,97.63,1,12,Monthly,Value,0.586,1
C01050,24,26,89.08,0,21,Annual,Standard,0.18,0
C01051,44,31,126.78,5,10,Annual,Premium,0.213,1
C01052,36,34,174.37,5,10,Monthly,Standard,0.272,0
C01053,44,15,95.77,3,20,Annual,Standard,0.288,0
C01054,67,31,137.5,0,19,Monthly,Premium,0.231,0
C01055,21,18,213.24,1,7,Annual,Value,0.105,0
C01056,69,42,124.4,0,14,Annual,Standard,0.095,0
C01057,41,48,201.96,6,14,Annual,Standard,0.054,0
C01058,58,40,178.73,4,8,Annual,Value,0.094,0
C01059,40,1,31.74,5,12,Annual,Standard,0.693,1
C01060,34,60,105.82,4,22,Monthly,Standard,0.171,0
C01061,58,2,159.66,4,11,Annual,Premium,0.308,0
C01062,53,60,217.34,3,14,Monthly,Premium,0.061,0
C01063,25,2,111.68,1,13,Monthly,Standard,0.605,1
C01064,54,31,38.56,2,11,Annual,Standard,0.365,1
C01065,57,7,132.4,0,13,Monthly,Standard,0.478,1
C01066,38,6,45.31,5,8,Monthly,Standard,0.82,1
C01067,66,42,170.3,5,10,Two Year,Standard,0.099,0
C01068,51,44,121.54,2,12,Monthly,Value,0.261,0
C01069,35,8,164.69,3,11,Monthly,Value,0.457,1
C01070,18,59,193.87,4,5,Monthly,Standard,0.119,0
C01071,53,20,145.79,7,6,Monthly,Value,0.543,1
C01072,28,20,142.49,1,18,Annual,Value,0.148,0
C01073,57,18,170.91,4,13,Annual,Premium,0.171,1
C01074,45,28,188.49,3,13,Annual,Standard,0.097,0
C01075,42,11,193.81,4,16,Monthly,Premium,0.329,1
C01076,26,26,27.29,2,15,Annual,Standard,0.406,0
C01077,54,13,131.24,4,24,Monthly,Standard,0.423,0
C01078,26,4,63.25,1,11,Annual,Standard,0.501,1
C01079,39,23,192.07,4,8,Annual,Value,0.138,0
C01080,61,41,149.68,1,10,Monthly,Standard,0.216,0
C01081,65,46,104.04,2,18,Annual,Standard,0.108,0
C01082,69,22,57.62,3,13,Annual,Value,0.39,0
C01083,67,20,87.8,2,9,Monthly,Value,0.577,1
C01084,46,48,160.76,3,2,Annual,Value,0.099,0
C01085,28,41,60.87,2,14,Annual,Premium,0.218,0
C01086,61,50,38.72,4,12,Monthly,Premium,0.481,0
C01087,59,55,197.61,0,16,Monthly,Premium,0.066,0
C01088,69,50,172.84,3,11,Annual,Standard,0.061,0
C01089,51,57,59.96,1,16,Two Year,Premium,0.121,0
C01090,25,25,78.46,4,12,Annual,Value,0.337,0
C01091,44,24,214.41,1,12,Annual,Standard,0.073,1
C01092,41,20,161.64,3,16,Annual,Standard,0.151,0
C01093,61,15,142.1,2,6,Monthly,Standard,0.485,0
C01094,38,45,81.53,2,18,Monthly,Standard,0.309,0
C01095,35,43,79.83,1,17,Monthly,Standard,0.317,1
C01096,22,49,27.9,1,10,Two Year,Standard,0.248,0
C01097,61,11,165.7,1,13,Annual,Premium,0.177,0
C01098,57,30,28.64,2,4,Two Year,Value,0.462,0
C01099,20,14,20.97,3,7,Monthly,Premium,0.815,1
C01100,40,54,165.9,0,13,Monthly,Standard,0.106,1
C01101,42,17,209.77,1,5,Annual,Value,0.119,0
C01102,42,9,171.3,1,11,Monthly,Premium,0.386,0
C01103,65,35,114.33,4,18,Monthly,Premium,0.339,1
C01104,25,53,117.21,1,18,Annual,Standard,0.069,0
C01105,33,55,107.23,2,15,Annual,Standard,0.087,0
C01106,27,6,84.93,1,13,Annual,Premium,0.403,0
C01107,30,20,124.34,1,13,Monthly,Premium,0.412,1
C01108,65,10,106.23,4,10,Monthly,Premium,0.642,0
C01109,66,19,139.63,2,10,Monthly,Standard,0.423,0
C01110,20,33,199.62,2,14,Monthly,Premium,0.16,1
C01111,50,17,219.0,4,14,Monthly,Value,0.24,0
C01112,30,5,35.75,1,10,Monthly,Value,0.792,1
C01113,28,31,96.94,3,10,Two Year,Premium,0.244,0
C01114,33,4,56.14,3,9,Monthly,Standard,0.793,0
C01115,28,14,90.42,2,6,Monthly,Premium,0.645,0
C01116,43,1,77.49,1,16,Monthly,Standard,0.682,1
C01117,69,6,54.91,2,11,Annual,Premium,0.531,1
C01118,48,27,172.82,4,12,Monthly,Value,0.293,1
C01119,55,52,119.26,1,9,Monthly,Standard,0.218,0
C01120,43,47,203.85,1,13,Monthly,Standard,0.095,1
C01121,18,6,26.52,3,11,Monthly,Standard,0.82,1
C01122,22,3,33.4,2,22,Annual,Value,0.526,0
C01123,31,21,100.65,3,12,Monthly,Standard,0.527,0
C01124,30,40,36.06,2,14,Monthly,Premium,0.514,0
C01125,61,45,72.55,1,14,Annual,Value,0.162,1
C01126,61,50,217.21,2,11,Monthly,Standard,0.086,0
C01127,62,21,61.79,3,10,Annual,Standard,0.412,1
C01128,51,11,59.62,1,12,Monthly,Standard,0.683,1
C01129,46,2,134.73,4,16,Annual,Standard,0.335,0
C01130,51,9,119.6,1,13,Monthly,Premium,0.521,1
C01131,39,4,136.09,4,16,Monthly,Premium,0.556,1
C01132,52,52,95.35,2,10,Monthly,Standard,0.282,1
C01133,59,17,185.35,3,20,Two Year,Standard,0.114,0
C01134,57,50,47.72,5,13,Monthly,Value,0.468,0
C01135,49,34,105.68,4,14,Two Year,Standard,0.2,0
C01136,21,33,157.95,1,15,Two Year,Value,0.092,0
C01137,55,28,193.65,0,13,Monthly,Value,0.174,0
C01138,37,50,93.91,6,14,Monthly,Standard,0.348,0
C01139,56,3,133.55,0,13,Monthly,Premium,0.509,1
C01140,46,6,33.83,1,8,Two Year,Standard,0.597,0
C01141,63,26,54.06,0,19,Annual,Standard,0.264,1
C01142,35,24,33.83,2,14,Annual,Standard,0.412,1
C01143,66,33,165.58,3,14,Monthly,Premium,0.238,0
C01144,61,45,77.61,3,11,Annual,Standard,0.194,0
C01145,35,36,164.75,1,7,Monthly,Standard,0.233,0
C01146,43,16,33.28,1,10,Monthly,Standard,0.727,1
C01147,45,20,192.51,1,18,Monthly,Value,0.206,0
C01148,57,46,187.11,0,7,Monthly,Standard,0.13,0
C01149,53,13,37.79,4,11,Two Year,Standard,0.566,0
C01150,62,31,24.75,2,16,Annual,Standard,0.363,1
C01151,37,33,31.26,4,13,Monthly,Standard,0.64,1
C01152,44,46,190.73,0,11,Monthly,Premium,0.111,0
C01153,40,43,66.94,2,7,Annual,Standard,0.236,0
C01154,65,28,129.65,2,10,Annual,Standard,0.182,1
C01155,33,19,105.25,0,14,Monthly,Standard,0.446,1
C01156,48,23,179.11,0,12,Monthly,Premium,0.236,0
C01157,24,25,117.78,1,7,Annual,Value,0.224,0
C01158,62,14,120.13,4,13,Two Year,Value,0.304,0
C01159,37,38,217.82,3,14,Annual,Standard,0.049,0
C01160,35,13,50.03,1,10,Monthly,Standard,0.708,1
C01161,48,39,186.14,2,9,Annual,Standard,0.074,0
C01162,43,46,30.35,0,8,Monthly,Standard,0.486,0
C01163,62,58,115.53,2,9,Two Year,Standard,0.087,0
C01164,45,8,197.27,2,12,Monthly,Standard,0.335,1
C01165,44,46,153.04,2,21,Monthly,Value,0.142,0
C01166,23,6,157.04,1,10,Monthly,Standard,0.461,1
C01167,19,21,72.66,0,16,Monthly,Standard,0.508,1
C01168,38,11,103.71,2,11,Monthly,Standard,0.59,0
C01169,69,10,93.32,2,11,Annual,Standard,0.383,1
C01170,65,11,124.29,1,7,Annual,Standard,0.303,1
C01171,50,3,112.45,3,10,Annual,Value,0.417,0
C01172,50,50,85.38,2,14,Monthly,Premium,0.292,0
C01173,38,4,81.1,1,11,Monthly,Premium,0.688,1
C01174,27,24,70.17,5,15,Monthly,Standard,0.609,0
C01175,18,42,93.01,2,18,Monthly,Value,0.302,1
C01176,35,60,49.99,1,10,Monthly,Standard,0.319,0
C01177,34,52,194.42,4,14,Two Year,Standard,0.044,0
C01178,27,9,140.42,1,21,Two Year,Standard,0.191,1
C01179,31,60,46.76,0,12,Monthly,Standard,0.293,0
C01180,19,40,158.77,2,9,Annual,Value,0.096,0
C01181,49,11,189.53,0,13,Annual,Value,0.128,0
C01182,66,27,67.51,1,10,Monthly,Value,0.546,0
C01183,53,56,50.12,0,16,Annual,Value,0.128,0
C01184,41,24,21.72,1,10,Monthly,Premium,0.698,1
C01185,39,12,29.45,3,9,Monthly,Standard,0.799,1
C01186,33,53,172.45,1,17,Two Year,Standard,0.038,0
C01187,25,58,217.44,2,7,Annual,Standard,0.03,0
C01188,49,59,28.98,1,16,Monthly,Premium,0.336,0
C01189,47,58,169.61,1,14,Monthly,Standard,0.094,0
C01190,18,53,34.37,4,17,Two Year,Premium,0.214,0
C01191,39,28,138.43,5,13,Monthly,Standard,0.39,1
C01192,32,12,171.22,1,4,Two Year,Standard,0.21,0
C01193,26,38,91.84,1,8,Two Year,Value,0.194,0
C01194,54,14,22.19,0,7,Monthly,Standard,0.768,1
C01195,45,29,139.04,4,13,Annual,Standard,0.171,0
C01196,50,40,218.25,4,6,Annual,Value,0.065,0
C01197,55,57,71.52,4,16,Annual,Value,0.135,0
C01198,69,18,57.9,3,6,Monthly,Standard,0.718,1
C01199,59,16,44.79,2,11,Monthly,Value,0.71,0
C01200,50,45,131.05,3,11,Monthly,Premium,0.257,0
