customer_id,age,tenure_months,monthly_spend,orders_last_90d,avg_order_value,days_since_last_order,support_tickets_90d,refund_rate,discount_usage_rate,sessions_last_30d,email_open_rate,payment_failures_90d,late_delivery_count,satisfaction_score,mobile_app_user,membership_tier,acquisition_channel,region,preferred_payment_method,churned
CUST101795,31.0,15,1869.56,3,1869.56,20,0.0,0.064,0.22,7,0.528,1,1,3.3,No,Bronze,Paid Search,West,Card,0
CUST104815,18.0,9,3177.58,6,1588.79,20,0.0,0.015,0.472,17,0.838,1,1,3.9,Yes,Bronze,Organic,West,Card,0
CUST100399,27.0,9,972.42,2,1458.63,55,1.0,0.028,0.33,6,0.406,2,1,4.6,Yes,Bronze,Organic,East,Card,1
CUST102310,42.0,36,2784.55,2,4176.83,58,1.0,0.09,0.509,7,0.923,0,0,3.6,No,Silver,Paid Search,West,COD,1
CUST100882,23.0,28,2922.33,2,,11,2.0,0.127,0.289,12,0.865,0,1,4.4,No,Silver,Organic,West,UPI,0
CUST104973,18.0,11,1935.43,4,1451.57,35,0.0,0.124,0.138,11,0.598,1,0,4.3,No,Bronze,Social,North,UPI,0
CUST102897,35.0,31,1281.84,5,769.1,11,2.0,0.171,0.175,14,0.517,0,0,3.4,No,Bronze,Social,Central,COD,0
CUST101352,21.0,8,1918.29,5,1150.97,78,0.0,0.116,0.129,9,0.571,2,2,4.9,Yes,Gold,Paid Search,South,Card,0
CUST102742,26.0,22,1149.97,6,574.98,12,1.0,0.139,0.232,7,0.9,0,0,4.1,Yes,Silver,Organic,South,UPI,0
CUST104550,44.0,28,1708.36,5,1025.02,29,1.0,0.052,0.583,7,0.641,1,1,2.5,Yes,Silver,Organic,West,COD,0
CUST102130,35.0,22,3801.99,7,,43,0.0,0.051,0.645,11,0.572,1,1,4.2,Yes,Gold,Organic,Central,UPI,0
CUST100982,36.0,75,1579.63,2,2369.45,48,1.0,0.068,0.636,8,0.6,0,0,5.0,Yes,Silver,Paid Search,South,Card,1
CUST100456,45.0,31,2998.77,6,1499.38,18,,0.344,0.283,19,0.581,0,0,2.8,Yes,Gold,Organic,Central,UPI,0
CUST104119,27.0,13,2771.99,2,4157.98,40,1.0,0.068,0.726,8,0.398,0,0,3.8,No,Silver,Organic,South,Wallet,0
CUST101079,48.0,32,6909.55,1,6000.0,24,,0.057,0.038,11,0.834,0,0,3.3,No,Silver,Social,West,NetBanking,0
CUST101950,35.0,8,1199.02,1,3597.06,53,0.0,0.115,0.549,13,0.77,1,2,3.5,Yes,Gold,Referral,West,NetBanking,1
CUST104314,34.0,18,2040.86,3,2040.86,37,2.0,0.069,0.281,8,0.61,1,0,3.7,Yes,Silver,Referral,North,UPI,0
CUST100689,30.0,10,2373.69,1,6000.0,35,0.0,0.025,0.069,13,,0,0,3.2,Yes,Bronze,Paid Search,East,UPI,0
CUST102429,52.0,24,1634.32,1,4902.96,53,0.0,0.103,0.487,11,0.734,1,3,4.4,Yes,Silver,Paid Search,East,Card,1
CUST100641,41.0,30,1958.72,2,2938.08,31,0.0,0.039,0.163,11,0.704,0,1,3.4,No,Platinum,Social,Central,UPI,0
CUST102392,18.0,26,2154.21,3,2154.21,60,1.0,0.054,0.179,7,0.547,0,0,3.0,Yes,Silver,Referral,West,,0
CUST101953,27.0,31,1786.59,5,1071.95,47,0.0,0.005,0.466,11,0.54,0,1,5.0,Yes,Bronze,Partner,Central,UPI,0
CUST102748,32.0,55,2290.61,2,3435.92,5,2.0,0.122,0.577,12,0.754,0,1,3.9,No,Bronze,Referral,West,Card,0
CUST104313,36.0,9,1705.66,4,1279.25,39,0.0,0.038,0.414,11,0.877,0,1,4.1,No,Silver,Partner,West,NetBanking,0
CUST103435,39.0,14,3291.5,5,1974.9,64,0.0,0.19,0.298,15,0.948,0,2,4.7,Yes,Bronze,Partner,West,Card,0
CUST103336,32.0,30,5552.47,5,3331.48,82,1.0,0.233,0.506,10,,0,0,2.2,Yes,Gold,Paid Search,East,Card,0
CUST104766,24.0,10,1327.08,4,995.31,16,4.0,0.058,0.752,10,0.839,0,0,3.9,Yes,Bronze,Partner,Central,Card,0
CUST103370,31.0,9,1174.47,3,,40,0.0,0.015,0.103,12,0.645,1,2,5.0,Yes,Gold,Referral,West,UPI,0
CUST101884,18.0,2,2013.11,4,1509.83,65,0.0,0.099,0.657,3,0.682,2,1,4.2,Yes,Bronze,Referral,East,Card,0
CUST100389,20.0,80,1677.6,9,559.2,38,3.0,0.168,0.32,10,0.752,1,1,3.3,Yes,Platinum,Paid Search,North,NetBanking,1
CUST102494,45.0,8,2641.57,4,1981.18,74,2.0,0.053,0.261,5,0.691,0,1,3.2,Yes,Silver,Paid Search,East,Card,0
CUST103878,21.0,35,1878.98,4,1409.24,55,5.0,0.114,0.19,7,0.734,1,2,4.5,Yes,Bronze,Organic,West,Card,0
CUST103856,23.0,39,5388.47,4,4041.35,133,0.0,0.149,0.251,13,0.754,0,0,3.9,Yes,Silver,Paid Search,North,Card,0
CUST100845,38.0,16,1780.03,3,1780.03,55,3.0,0.094,0.364,11,0.488,0,1,3.5,Yes,Silver,Email,South,NetBanking,1
CUST100542,36.0,9,1821.83,2,2732.74,69,1.0,0.217,0.552,7,0.445,0,1,4.8,Yes,Bronze,Referral,East,COD,0
CUST100091,33.0,19,1847.03,8,692.64,102,2.0,0.071,0.613,12,0.826,0,4,2.9,Yes,Silver,Organic,West,UPI,1
CUST103889,27.0,12,984.43,3,984.43,85,0.0,0.097,0.667,16,0.688,0,2,4.1,No,Platinum,Paid Search,East,UPI,1
CUST101979,39.0,20,4852.74,3,4852.74,19,0.0,0.024,0.243,7,0.965,0,1,4.2,No,Bronze,Partner,North,UPI,0
CUST102812,30.0,33,481.58,4,361.18,10,1.0,0.053,0.163,13,0.659,0,2,4.1,No,Gold,Email,North,COD,0
CUST104082,35.0,21,1065.16,4,798.87,101,1.0,0.35,0.334,10,0.369,0,0,3.4,Yes,Bronze,Organic,West,UPI,1
CUST102902,44.0,17,2613.21,8,979.95,53,2.0,0.195,0.721,10,0.641,2,0,4.4,No,Bronze,Organic,East,NetBanking,0
CUST102529,29.0,10,5523.59,0,884.83,46,2.0,0.031,0.441,9,0.478,0,0,3.9,Yes,Bronze,Partner,West,COD,0
CUST101676,44.0,9,1711.15,3,1711.15,19,1.0,0.114,0.541,8,0.805,0,2,3.1,No,Bronze,Referral,West,UPI,0
CUST101048,24.0,38,739.43,7,316.9,52,3.0,0.013,0.152,5,0.396,0,1,4.4,Yes,Silver,Email,East,Card,1
CUST101960,36.0,8,904.84,3,904.84,30,2.0,0.028,0.473,15,0.727,0,0,3.2,Yes,Silver,Organic,East,UPI,0
CUST102530,45.0,18,638.66,2,957.99,24,1.0,0.053,0.265,11,,1,1,3.7,Yes,Bronze,Referral,North,Card,0
CUST103992,31.0,23,1854.32,5,1112.59,45,1.0,0.061,0.334,7,0.758,0,1,1.8,Yes,Bronze,Paid Search,North,Card,0
CUST100237,32.0,16,1988.38,3,1988.38,99,0.0,0.048,0.255,7,0.607,0,0,4.3,Yes,Bronze,Social,East,Card,0
CUST103097,27.0,7,1704.15,2,2556.23,54,1.0,0.059,0.178,9,0.878,0,1,3.4,Yes,Gold,,East,UPI,0
CUST103488,35.0,7,1794.59,3,1794.59,12,3.0,0.033,0.384,9,0.407,2,3,3.5,No,Silver,Paid Search,South,Card,0
CUST101133,48.0,27,1936.76,4,,77,1.0,0.042,0.214,15,0.492,1,0,3.6,No,Silver,Organic,West,Card,0
CUST101805,18.0,17,1674.49,6,837.24,75,2.0,0.084,0.295,8,0.792,0,0,4.2,Yes,Gold,Paid Search,East,COD,1
CUST104317,29.0,37,2873.74,5,1724.24,95,2.0,0.183,0.337,16,0.773,0,1,3.9,Yes,Bronze,Referral,East,UPI,0
CUST100163,26.0,20,2014.54,4,1510.9,32,3.0,0.037,0.708,7,0.432,0,0,2.8,Yes,Bronze,Organic,Central,NetBanking,0
CUST103492,31.0,20,974.49,1,2923.47,43,0.0,0.006,0.508,8,0.642,0,1,3.9,No,Gold,Organic,South,Wallet,1
CUST104709,40.0,57,1787.88,5,1072.73,47,1.0,0.093,0.268,8,0.449,0,1,3.0,Yes,Silver,Paid Search,South,Card,0
CUST104630,18.0,11,1787.65,4,1340.74,75,1.0,0.07,0.457,7,0.562,0,2,4.1,No,Silver,Paid Search,South,UPI,1
CUST103453,41.0,13,2767.54,4,2075.65,30,1.0,0.06,0.492,8,0.602,0,2,4.5,Yes,Bronze,Referral,Central,Card,1
CUST103199,30.0,49,2211.21,4,1658.41,35,2.0,0.023,0.316,14,0.705,0,0,4.6,Yes,Silver,Organic,South,NetBanking,1
CUST103634,32.0,19,1075.48,2,1613.22,61,4.0,0.017,0.256,9,0.811,1,3,4.2,Yes,Gold,Paid Search,Central,Card,0
CUST103939,49.0,32,2289.18,2,3433.77,36,0.0,0.103,0.615,10,0.687,0,0,3.8,Yes,Bronze,Paid Search,South,Card,0
CUST101811,18.0,34,825.67,0,1369.43,26,1.0,0.058,0.378,9,0.631,1,0,4.3,Yes,Gold,Paid Search,West,UPI,1
CUST103649,35.0,30,1358.5,5,815.1,116,2.0,0.028,0.709,6,0.637,0,0,4.1,Yes,Platinum,Partner,Central,COD,1
CUST104049,35.0,28,1991.16,3,1991.16,27,2.0,0.091,0.573,11,0.572,1,0,3.9,Yes,Silver,Referral,West,UPI,0
CUST101428,41.0,13,2152.32,7,922.42,43,0.0,0.053,0.599,5,0.797,0,0,,No,Bronze,Social,West,Card,1
CUST103613,29.0,10,1506.23,2,2259.35,50,2.0,0.159,0.442,5,0.744,1,0,2.8,No,Gold,Organic,East,COD,0
CUST103131,27.0,28,1282.43,1,3847.29,8,0.0,0.008,0.277,4,0.878,0,0,3.5,Yes,Silver,Organic,North,Card,0
CUST103396,25.0,19,3104.11,3,3104.11,36,0.0,0.023,0.238,8,0.717,0,2,,Yes,Gold,Referral,West,Card,0
CUST104460,38.0,14,2375.04,3,2375.04,29,2.0,0.113,0.598,13,0.493,0,1,4.3,No,Bronze,Organic,Central,Card,0
CUST104649,32.0,31,5343.95,3,5343.95,64,2.0,0.169,0.324,4,0.696,1,1,4.5,Yes,Bronze,Paid Search,East,Card,1
CUST102820,19.0,12,2830.66,4,2123.0,50,1.0,0.087,0.38,3,,0,3,2.7,Yes,Gold,Organic,Central,UPI,0
CUST101452,33.0,5,2202.94,2,3304.41,37,0.0,0.048,0.138,7,0.877,0,1,3.7,Yes,Silver,Organic,West,Wallet,0
CUST100593,18.0,54,2864.52,8,1074.2,26,1.0,0.126,0.275,11,0.599,0,1,2.7,No,Silver,Partner,West,UPI,0
CUST100041,39.0,21,1824.72,7,782.02,128,1.0,0.092,0.56,7,0.608,0,1,2.9,No,Bronze,Partner,East,Card,1
CUST100560,33.0,62,1965.88,3,1965.88,28,0.0,0.111,0.112,12,0.552,0,1,4.6,Yes,Gold,Organic,Central,UPI,0
CUST103273,30.0,21,844.98,6,422.49,57,0.0,0.058,0.136,14,0.853,1,1,3.2,Yes,Silver,Paid Search,North,NetBanking,0
CUST103244,39.0,24,1893.21,5,1135.93,47,0.0,0.14,0.275,7,0.485,0,0,3.9,No,Gold,Paid Search,North,COD,0
CUST100243,19.0,20,5630.53,5,3378.32,70,0.0,0.154,0.432,8,0.595,0,1,3.6,Yes,Bronze,Social,South,UPI,1
CUST101339,32.0,11,2416.87,1,6000.0,53,2.0,0.038,0.703,18,0.457,0,1,5.0,Yes,Bronze,Partner,West,NetBanking,0
CUST102780,49.0,43,3668.98,4,2751.74,131,3.0,0.146,0.31,9,0.908,0,2,2.7,Yes,Silver,Referral,South,UPI,1
CUST103187,27.0,22,1668.24,5,1000.94,25,1.0,0.072,0.454,19,0.568,0,1,2.5,Yes,Silver,Email,East,UPI,0
CUST103799,34.0,11,2248.21,2,3372.32,75,1.0,0.056,0.098,12,0.791,0,1,4.2,No,Silver,Paid Search,South,Card,1
CUST101442,20.0,34,935.56,1,2806.68,95,4.0,0.056,0.489,7,0.756,0,0,4.8,No,Silver,Organic,South,Card,0
CUST100261,31.0,33,1797.93,7,770.54,2,4.0,0.083,0.739,11,0.733,0,1,3.6,Yes,Bronze,Organic,West,Card,0
CUST102764,29.0,13,809.12,2,1213.68,29,3.0,0.034,0.529,9,0.669,1,1,4.1,No,Bronze,Organic,South,COD,1
CUST101689,43.0,15,4463.34,3,4463.34,118,1.0,0.024,0.208,8,0.808,1,0,3.7,Yes,Bronze,Organic,South,UPI,0
CUST101725,35.0,11,3603.33,7,1544.28,18,2.0,0.087,0.442,12,0.782,0,2,4.5,No,Bronze,Social,West,Card,0
CUST104792,41.0,17,2527.73,3,2527.73,2,2.0,0.11,0.445,12,0.802,0,1,4.9,No,Silver,Organic,East,Wallet,0
CUST100834,26.0,62,2581.2,2,3871.8,74,1.0,0.151,0.436,12,0.776,0,0,5.0,Yes,Bronze,Referral,North,UPI,0
CUST101866,32.0,25,3420.02,7,1465.72,49,4.0,0.078,0.489,12,0.621,0,0,4.9,Yes,Silver,Partner,Central,UPI,0
CUST102496,33.0,20,2715.74,8,1018.4,15,0.0,0.102,0.327,12,0.789,2,1,4.4,Yes,Bronze,Social,North,Card,0
CUST102010,21.0,28,688.89,1,2066.67,20,2.0,0.166,0.221,13,0.641,0,2,3.8,No,Bronze,Referral,East,Card,0
CUST100340,18.0,5,1749.61,9,583.2,74,5.0,0.032,0.288,16,0.669,0,1,3.3,Yes,Bronze,Social,West,Wallet,1
CUST102988,36.0,10,3556.49,4,2667.37,57,1.0,0.056,0.418,14,0.744,0,1,3.5,Yes,Bronze,Social,South,COD,0
CUST101601,45.0,7,2306.14,5,1383.68,33,0.0,0.08,0.586,6,0.293,1,0,3.6,Yes,Silver,Paid Search,West,Card,0
CUST103875,38.0,14,1936.67,7,830.0,50,0.0,0.068,0.575,6,0.854,0,0,4.4,Yes,Bronze,Partner,Central,Card,0
CUST104694,33.0,3,3218.1,3,3218.1,16,0.0,0.049,0.185,6,0.396,0,1,3.8,Yes,Bronze,Paid Search,West,,0
CUST100480,36.0,6,1730.86,3,1730.86,9,1.0,0.029,0.053,10,,1,0,4.0,No,Bronze,Paid Search,East,UPI,0
CUST102825,33.0,15,2007.22,5,1204.33,65,1.0,0.118,0.282,12,0.893,0,0,3.2,No,Gold,Paid Search,North,NetBanking,0
CUST104329,18.0,36,1151.78,3,1151.78,61,1.0,0.131,0.284,8,0.697,0,0,3.5,No,Platinum,Partner,East,COD,1
CUST103540,36.0,28,3799.69,4,2849.77,31,0.0,0.044,0.1,8,0.673,1,1,5.0,Yes,Platinum,Paid Search,West,NetBanking,0
CUST104638,29.0,7,,1,4675.02,22,1.0,0.06,0.487,2,0.921,0,1,4.3,No,Silver,Organic,South,Card,1
CUST103046,39.0,11,3390.46,4,2542.85,70,2.0,0.087,0.671,6,0.731,0,0,3.6,Yes,Bronze,Paid Search,West,Card,1
CUST103990,37.0,31,2612.07,8,979.53,19,0.0,0.043,0.268,7,0.706,2,1,4.4,No,Bronze,Organic,East,Wallet,0
CUST101766,22.0,21,1739.21,7,745.38,88,2.0,0.175,0.137,9,0.483,0,1,4.4,Yes,Gold,Social,Central,COD,0
CUST104473,,4,3069.56,5,1841.74,33,1.0,0.084,0.453,13,0.624,0,1,2.8,Yes,Gold,Social,South,UPI,0
CUST102453,26.0,17,2902.28,3,2902.28,18,1.0,0.011,0.43,6,0.773,0,1,3.8,Yes,Silver,Paid Search,North,UPI,0
CUST102877,29.0,5,750.43,5,450.26,24,0.0,0.05,0.129,13,0.74,0,0,5.0,Yes,Bronze,Organic,Central,Wallet,0
CUST103815,27.0,29,3743.42,7,1604.32,74,,0.105,0.229,9,0.888,1,0,3.4,No,Silver,Partner,South,Card,0
CUST104016,49.0,23,3012.28,3,3012.28,27,0.0,0.083,0.381,7,0.84,1,0,1.8,Yes,Bronze,Partner,West,UPI,0
CUST104677,42.0,13,5089.88,2,6000.0,79,0.0,0.087,0.379,11,0.697,0,0,2.2,Yes,Bronze,Social,West,Card,0
CUST103679,35.0,13,2087.36,6,1043.68,58,1.0,0.037,0.726,10,0.744,0,2,4.5,No,Bronze,Partner,East,UPI,1
CUST101271,48.0,30,1957.62,7,838.98,49,0.0,0.028,0.301,7,0.496,0,1,4.6,Yes,Gold,Paid Search,East,UPI,0
CUST103077,18.0,16,4266.6,5,2559.96,87,0.0,0.046,0.279,12,0.815,1,1,3.5,Yes,Bronze,Organic,South,Wallet,0
CUST104501,45.0,15,2270.24,4,1702.68,85,1.0,0.05,0.287,8,0.527,0,2,3.5,Yes,Gold,Referral,West,Card,0
CUST103094,52.0,55,2709.39,5,1625.63,66,0.0,0.121,0.602,8,0.302,0,1,4.0,No,Bronze,Paid Search,South,NetBanking,0
CUST104653,30.0,48,2114.85,3,2114.85,41,3.0,0.036,0.691,15,0.583,0,1,2.5,No,Platinum,Paid Search,North,Card,0
CUST100347,40.0,57,1611.42,2,2417.13,40,0.0,0.224,0.338,14,0.804,0,2,4.1,Yes,Silver,Organic,South,UPI,0
CUST103881,48.0,48,8000.0,0,757.0,45,0.0,0.115,0.143,9,0.426,2,0,2.2,No,Bronze,Social,West,Wallet,1
CUST104623,42.0,30,1881.55,5,1128.93,20,1.0,0.011,0.032,11,0.86,1,0,4.7,Yes,Silver,Partner,West,Card,1
CUST102562,47.0,38,2639.47,3,2639.47,38,1.0,0.046,0.39,8,0.945,0,0,3.3,No,Bronze,Paid Search,West,UPI,0
CUST104590,42.0,17,2770.84,3,2770.84,72,0.0,0.05,0.495,11,0.668,0,2,2.4,Yes,Platinum,,East,Card,1
CUST101423,48.0,15,766.42,7,328.47,60,2.0,0.04,0.238,8,0.448,2,0,2.8,No,Gold,Referral,West,UPI,0
CUST100656,25.0,56,1156.9,4,867.68,62,2.0,0.048,0.762,7,0.448,0,1,4.5,Yes,Platinum,Paid Search,Central,UPI,0
CUST102102,27.0,11,2021.07,4,1515.8,85,,0.042,0.063,7,0.697,0,1,4.0,No,Bronze,Social,Central,COD,0
CUST100632,30.0,20,1348.2,5,808.92,18,1.0,0.157,0.486,10,0.787,1,0,3.5,Yes,Gold,Partner,South,Wallet,0
CUST102892,33.0,67,,4,2460.29,18,3.0,0.061,0.393,5,0.548,2,1,4.3,Yes,Gold,Email,East,UPI,1
CUST102493,26.0,22,2494.73,3,2494.73,62,1.0,0.033,0.659,11,0.895,0,0,4.7,Yes,Silver,Paid Search,West,Wallet,0
CUST102665,35.0,10,991.03,2,1486.54,74,0.0,0.063,0.342,8,0.667,0,0,2.9,Yes,Silver,Partner,South,UPI,0
CUST104015,33.0,13,1161.73,6,,97,0.0,0.092,0.272,9,0.697,0,3,3.3,No,Gold,Paid Search,North,Card,1
CUST103662,30.0,6,1824.47,0,1796.54,22,2.0,0.095,0.217,8,0.804,1,3,3.1,Yes,Bronze,Email,Central,UPI,0
CUST103307,41.0,22,3639.44,7,1559.76,43,0.0,0.074,0.145,8,0.616,1,1,3.4,No,Silver,Referral,North,UPI,0
CUST103096,47.0,16,4819.74,3,4819.74,12,2.0,0.089,0.159,15,0.694,1,2,3.9,No,Silver,Partner,East,UPI,0
CUST103919,38.0,3,2536.74,2,3805.11,18,1.0,0.052,0.315,10,0.665,2,1,4.1,No,Gold,Paid Search,Central,UPI,0
CUST102500,40.0,24,1977.9,1,5933.7,33,1.0,0.198,0.607,8,0.874,0,0,2.9,Yes,Bronze,Paid Search,North,Card,0
CUST101465,34.0,43,1420.79,3,1420.79,42,1.0,0.098,0.272,11,0.742,0,2,3.6,Yes,Platinum,Social,North,UPI,0
CUST102833,24.0,19,2639.39,5,1583.63,32,2.0,0.069,0.315,8,0.599,0,1,3.5,No,Bronze,Social,West,UPI,0
CUST100115,29.0,16,1529.88,4,1147.41,43,2.0,0.147,0.272,7,0.743,0,1,3.2,Yes,Bronze,Paid Search,North,UPI,1
CUST101821,42.0,15,875.89,4,656.92,126,2.0,0.133,0.036,9,0.328,0,1,4.4,Yes,Silver,Organic,West,NetBanking,0
CUST101494,,4,1726.63,3,1726.63,9,1.0,0.017,0.262,9,0.305,1,0,3.1,No,Gold,Email,West,NetBanking,0
CUST102401,44.0,6,1696.48,5,1017.89,61,5.0,0.04,0.447,10,0.518,0,1,2.3,Yes,Bronze,Referral,North,UPI,0
CUST101232,22.0,12,1093.61,5,656.17,22,2.0,0.139,0.433,9,0.804,1,1,3.8,Yes,Silver,Email,Central,UPI,0
CUST102661,27.0,5,3018.76,5,1811.26,52,2.0,0.051,0.496,10,0.413,0,2,3.6,Yes,Bronze,Partner,West,UPI,1
CUST104100,40.0,44,2666.3,3,2666.3,39,1.0,0.059,0.4,12,0.708,0,0,4.1,Yes,Bronze,Social,South,UPI,0
CUST104573,38.0,20,1627.89,3,1627.89,108,1.0,0.014,0.331,5,0.828,0,0,5.0,Yes,Silver,Social,Central,Card,1
CUST101153,28.0,22,1718.04,7,736.3,93,0.0,0.076,0.079,5,0.766,0,0,4.4,Yes,Platinum,Referral,North,Card,1
CUST103848,43.0,10,1583.95,4,1187.96,67,1.0,0.29,0.266,7,0.741,1,0,2.9,Yes,Gold,Referral,North,UPI,0
CUST100057,49.0,52,2790.37,6,1395.19,90,1.0,0.131,0.121,11,0.512,0,1,3.3,Yes,Silver,Organic,West,Card,1
CUST104104,30.0,34,3708.04,3,3708.04,30,0.0,0.057,0.378,15,0.572,0,1,4.3,Yes,Bronze,Email,West,UPI,0
CUST104288,33.0,18,2805.98,8,1052.24,25,3.0,0.057,0.101,11,0.78,0,1,2.9,No,Platinum,Organic,West,Card,0
CUST104945,53.0,54,2532.25,8,949.59,42,2.0,0.054,0.114,9,0.836,0,1,3.8,No,Bronze,,North,Card,0
CUST101735,43.0,18,1974.19,4,1480.64,71,1.0,0.136,0.394,10,,0,0,4.0,Yes,Silver,Organic,South,UPI,1
CUST102196,32.0,38,1781.24,3,1781.24,59,0.0,0.061,0.121,8,0.582,0,1,,Yes,Bronze,Partner,South,UPI,0
CUST103553,18.0,14,1582.72,3,,95,3.0,0.106,0.433,7,0.9,0,0,4.1,Yes,Bronze,Referral,East,COD,1
CUST102475,34.0,9,692.72,6,346.36,37,1.0,0.022,0.567,11,,1,1,5.0,Yes,Bronze,Paid Search,Central,Card,0
CUST102564,45.0,35,609.87,6,304.94,12,0.0,0.055,0.103,7,0.849,0,0,4.8,Yes,Bronze,Referral,South,UPI,0
CUST103158,19.0,19,2919.62,7,1251.27,103,1.0,0.034,0.414,12,0.956,1,0,3.9,Yes,Bronze,Paid Search,East,COD,1
CUST104034,27.0,5,1883.45,0,2021.33,67,0.0,0.067,0.307,12,0.628,2,0,4.6,Yes,Gold,Partner,Central,UPI,0
CUST103655,37.0,7,3169.9,7,1358.53,20,0.0,0.173,0.386,8,0.553,1,0,,Yes,Silver,Social,West,Card,0
CUST100707,40.0,45,1574.06,3,1574.06,50,2.0,0.16,0.242,10,,0,0,3.5,No,Silver,Social,Central,UPI,0
CUST104280,48.0,11,2112.76,4,1584.57,55,1.0,0.116,0.599,16,0.778,0,0,5.0,Yes,Silver,Paid Search,North,,0
CUST101093,36.0,9,2576.5,2,3864.75,28,0.0,0.095,0.71,6,0.756,2,0,5.0,Yes,Bronze,Referral,West,UPI,0
CUST104839,38.0,13,4477.86,3,4477.86,62,1.0,0.085,0.275,10,0.364,2,0,5.0,Yes,Bronze,Partner,South,Wallet,0
CUST101376,40.0,6,5031.42,3,5031.42,11,0.0,0.091,0.352,9,0.825,0,2,3.7,Yes,Bronze,Organic,West,COD,0
CUST104913,,23,2003.92,5,1202.35,55,1.0,0.025,0.494,9,0.702,0,2,3.4,No,Silver,Paid Search,North,NetBanking,0
CUST100072,25.0,5,5889.36,3,5889.36,50,3.0,0.104,0.648,14,0.756,0,1,4.8,No,Bronze,Email,West,UPI,0
CUST101922,18.0,27,4665.12,1,6000.0,69,0.0,0.028,0.42,14,0.42,2,0,3.4,No,Silver,Paid Search,West,Card,0
CUST103173,34.0,10,4194.14,4,3145.61,15,0.0,0.35,0.28,10,0.735,0,0,4.7,Yes,Bronze,Organic,West,Card,1
CUST101764,23.0,48,1225.58,3,1225.58,11,0.0,0.046,0.157,6,0.884,0,0,3.6,Yes,Gold,Paid Search,South,Card,0
CUST100743,18.0,11,1653.74,2,2480.61,36,1.0,0.167,0.26,9,0.68,3,1,4.2,No,Silver,Organic,West,Card,0
CUST104318,25.0,15,1265.58,1,3796.74,51,0.0,0.009,0.66,11,0.819,0,1,3.2,Yes,Gold,Partner,South,Card,0
CUST101005,37.0,48,1714.27,1,5142.81,84,0.0,0.299,0.288,9,0.739,0,0,3.7,Yes,Bronze,Email,South,UPI,0
CUST102668,34.0,51,1352.18,2,2028.27,60,0.0,0.096,0.424,9,0.601,0,1,2.6,No,Silver,Organic,South,COD,0
CUST101190,49.0,23,1929.54,2,2894.31,106,0.0,0.118,0.317,15,0.564,2,0,4.5,Yes,Bronze,Organic,East,Card,1
CUST104631,18.0,5,1892.05,3,1892.05,8,1.0,0.049,0.268,10,0.708,0,0,2.7,No,Bronze,Organic,Central,COD,0
CUST102601,48.0,37,1019.72,2,1529.58,62,0.0,0.065,0.536,10,0.573,1,0,2.9,No,Silver,Email,Central,Card,1
CUST101125,31.0,11,4923.42,7,2110.04,42,1.0,0.029,0.57,10,0.581,0,0,3.4,Yes,Bronze,Referral,East,UPI,0
CUST101241,24.0,8,6062.21,3,6000.0,62,1.0,0.022,0.256,9,0.612,1,1,4.3,Yes,Gold,Paid Search,West,UPI,0
CUST104606,23.0,27,2008.49,5,1205.09,39,0.0,0.034,0.166,11,0.803,1,1,3.4,Yes,Gold,Referral,North,UPI,1
CUST104130,44.0,8,6534.65,3,6000.0,39,1.0,0.027,0.308,7,0.832,0,0,3.5,Yes,Bronze,Organic,West,,0
CUST103442,35.0,5,4044.82,8,1516.81,37,2.0,0.099,0.358,5,0.789,0,1,3.8,Yes,Bronze,Email,East,UPI,0
CUST100998,35.0,11,3105.19,5,1863.11,127,1.0,0.188,0.27,12,0.691,0,0,4.4,No,Bronze,Email,Central,UPI,1
CUST103386,34.0,32,832.04,3,832.04,13,0.0,0.055,0.378,7,0.749,1,1,4.1,Yes,Gold,Paid Search,South,COD,0
CUST102684,19.0,5,1444.58,5,866.75,52,1.0,0.019,0.516,8,0.712,0,0,4.5,Yes,Silver,Partner,Central,UPI,1
CUST101577,44.0,16,3277.84,1,6000.0,35,1.0,0.007,0.529,11,0.458,1,0,4.6,Yes,Bronze,Organic,South,Card,0
CUST104790,18.0,6,957.05,4,717.79,25,0.0,0.188,0.526,9,0.649,0,2,3.7,No,Bronze,Paid Search,West,UPI,0
CUST101826,43.0,20,2580.94,1,6000.0,51,0.0,0.102,0.451,13,0.805,0,1,3.0,No,Silver,Paid Search,Central,Wallet,1
CUST103292,29.0,6,1791.74,1,5375.22,42,1.0,0.231,0.144,13,0.575,1,0,,No,Bronze,Organic,East,Wallet,0
CUST104989,42.0,27,3095.49,3,3095.49,22,5.0,0.02,0.34,5,0.839,0,1,3.6,No,Gold,Email,South,COD,0
CUST103536,43.0,21,1894.82,5,1136.89,30,0.0,0.052,0.043,10,0.65,1,1,4.6,No,Platinum,Social,West,UPI,0
CUST100440,32.0,7,1745.03,5,1047.02,24,0.0,0.086,0.158,4,0.801,1,0,3.8,Yes,Silver,,West,Card,0
CUST104951,26.0,11,7928.23,7,3397.81,26,2.0,0.044,0.719,14,0.883,1,2,2.6,No,Silver,Paid Search,South,NetBanking,0
CUST101100,45.0,32,947.48,6,473.74,22,3.0,0.071,0.304,9,0.64,0,1,5.0,Yes,Silver,Social,South,UPI,1
CUST104010,38.0,10,1297.35,2,1946.02,53,1.0,0.07,0.162,12,0.871,1,1,4.6,No,Bronze,Paid Search,North,UPI,1
