amount,transaction_hour,merchant_risk,customer_age,account_age_days,transactions_last_24h,avg_transaction_amount,failed_transactions,international_transaction,device_risk,previous_fraud,is_fraud
458.42,22,0.084,19,2110,1,107.25,2,0,0.183,0,0
246.16,22,0.212,56,732,5,60.31,0,1,0.642,0,0
235.71,15,0.169,47,2411,2,82.75,0,0,0.629,0,0
492.79,9,0.418,19,287,5,564.06,0,0,0.496,0,1
161.45,19,0.318,42,696,5,38.89,2,0,0.438,1,1
36.96,2,0.176,61,1787,1,39.05,2,1,0.744,0,0
231.41,6,0.485,53,2663,5,47.81,2,0,0.481,0,0
29.74,0,0.153,46,623,6,38.39,0,1,0.333,0,1
282.98,5,0.344,18,840,6,40.66,0,1,0.192,0,1
39.64,16,0.085,27,356,5,68.4,1,0,0.305,0,0
183.2,13,0.263,75,485,3,328.14,0,0,0.408,0,0
427.25,6,0.375,42,763,2,210.33,0,0,0.191,0,0
126.31,5,0.078,58,602,7,169.01,0,0,0.348,0,0
18.82,1,0.157,70,2487,4,109.72,1,0,0.238,0,0
51.5,14,0.016,64,2926,3,67.01,0,0,0.394,0,0
457.63,1,0.121,58,3128,11,47.73,1,0,0.516,0,0
290.96,19,0.221,74,2080,6,244.58,1,0,0.344,0,0
72.8,4,0.372,61,2035,9,180.38,1,1,0.16,0,1
54.38,9,0.296,59,3624,6,72.61,0,1,0.125,0,0
171.55,1,0.181,61,245,8,63.08,0,0,0.319,0,0
125.18,9,0.527,26,2329,4,326.89,2,0,0.112,0,0
102.82,22,0.639,43,1564,4,146.17,1,0,0.473,1,0
1356.32,0,0.169,38,343,2,206.84,2,0,0.095,0,0
104.66,6,0.159,22,1548,5,118.7,0,0,0.285,0,0
54.9,22,0.273,47,852,7,300.02,1,0,0.241,0,0
37.58,4,0.256,30,2141,7,359.95,0,1,0.117,0,0
100.13,15,0.245,32,1274,6,121.03,2,0,0.077,0,0
166.51,20,0.163,75,2753,5,324.38,4,0,0.195,0,0
192.72,14,0.406,63,2025,6,98.55,0,0,0.295,0,0
201.96,17,0.65,61,2136,2,161.62,2,0,0.062,0,0
73.38,1,0.151,72,388,5,266.62,0,0,0.315,0,0
40.76,3,0.233,56,2890,4,103.85,0,0,0.288,0,0
283.16,15,0.32,56,3444,2,20.94,2,0,0.254,0,0
52.6,20,0.07,61,3033,4,148.32,1,0,0.414,0,0
132.64,19,0.326,66,666,8,72.52,0,0,0.114,0,0
73.35,23,0.062,33,3392,4,100.72,1,0,0.393,1,0
181.17,17,0.176,57,1290,3,102.95,2,0,0.124,0,0
137.4,23,0.217,75,776,4,282.74,1,0,0.325,0,0
71.65,20,0.371,42,2706,6,84.99,1,0,0.42,0,0
241.33,17,0.292,53,636,5,218.24,3,0,0.328,0,0
73.0,2,0.209,70,1910,3,131.3,1,0,0.117,0,0
60.06,20,0.411,65,115,5,88.96,0,0,0.119,0,0
117.77,8,0.303,34,2927,3,90.57,1,0,0.261,0,0
229.69,8,0.367,45,3313,5,45.31,3,0,0.563,0,1
154.61,1,0.57,75,130,3,127.78,1,0,0.487,0,0
214.58,9,0.588,34,806,4,601.05,0,0,0.388,0,0
87.48,10,0.339,40,2625,3,99.98,0,0,0.24,0,1
180.2,20,0.331,32,1275,3,100.24,1,0,0.681,0,1
41.28,1,0.283,19,2266,4,458.35,0,0,0.108,0,0
66.14,10,0.187,43,2938,6,209.67,0,0,0.4,0,0
138.77,6,0.177,65,2451,2,374.62,0,0,0.408,0,0
161.39,5,0.169,53,1672,8,23.22,0,0,0.44,0,0
100.65,0,0.297,29,2585,4,84.81,0,0,0.424,1,0
73.55,8,0.578,43,925,6,274.05,1,0,0.311,0,1
64.65,10,0.298,64,3315,4,62.02,0,0,0.106,0,0
300.22,15,0.23,61,1576,3,116.6,0,0,0.317,0,0
210.57,2,0.148,21,2391,6,130.22,2,1,0.166,0,0
53.8,4,0.066,18,220,4,143.19,3,0,0.288,0,0
506.2,19,0.285,51,3116,7,37.08,0,0,0.386,0,0
184.81,22,0.14,25,2017,3,43.67,0,0,0.557,0,0
304.83,11,0.228,46,2427,5,75.39,1,0,0.151,0,0
54.83,5,0.276,29,2195,5,135.8,0,0,0.134,0,0
66.69,9,0.278,33,1326,5,177.82,1,0,0.294,1,0
65.21,13,0.397,39,1705,6,317.22,0,0,0.282,0,0
872.01,19,0.391,43,258,1,144.47,0,0,0.316,0,0
42.75,23,0.118,28,724,5,119.94,1,0,0.062,0,0
102.45,17,0.439,36,3473,4,34.58,0,0,0.486,0,0
858.63,18,0.223,75,773,1,66.99,1,0,0.625,0,0
36.53,11,0.289,45,1799,4,230.26,1,0,0.103,0,0
113.45,0,0.195,41,1436,3,265.92,0,0,0.62,0,0
95.29,0,0.273,48,3562,4,313.61,0,0,0.162,0,0
430.73,5,0.34,65,2684,9,80.87,4,0,0.348,0,0
304.59,20,0.057,71,2594,2,29.73,1,1,0.396,0,0
1283.45,21,0.246,44,1975,5,59.14,1,0,0.658,0,0
133.85,15,0.414,33,3379,8,33.23,0,0,0.498,0,0
143.22,20,0.052,41,1343,0,82.17,2,0,0.316,0,0
1167.39,0,0.204,24,2799,7,258.88,0,0,0.484,0,0
69.97,9,0.176,63,1795,4,118.74,2,0,0.576,0,0
115.84,3,0.084,55,586,2,89.79,1,0,0.083,0,0
511.74,1,0.713,20,880,2,80.86,0,0,0.39,0,1
107.7,10,0.028,34,3533,4,66.68,0,0,0.442,0,0
90.97,5,0.202,18,2649,7,43.96,1,0,0.674,1,1
18.43,8,0.041,21,1579,7,73.19,0,0,0.255,0,0
832.72,23,0.374,64,2549,5,268.69,0,1,0.147,0,0
255.05,6,0.141,74,1198,3,247.04,0,0,0.637,0,0
155.01,18,0.188,27,762,4,183.85,0,0,0.244,1,0
597.76,17,0.78,66,3604,2,147.34,2,1,0.119,0,1
230.09,14,0.204,39,2174,5,225.75,0,1,0.538,0,1
56.43,15,0.221,39,955,2,194.7,0,0,0.272,0,0
133.35,2,0.401,42,2333,2,52.86,0,0,0.502,0,0
52.47,12,0.272,35,1561,9,75.14,0,0,0.7,0,0
347.31,2,0.402,69,2187,10,138.88,1,0,0.565,0,0
25.2,4,0.146,19,1031,9,103.58,2,0,0.654,0,0
98.56,11,0.439,41,2074,3,236.59,3,0,0.271,1,1
231.43,0,0.291,33,800,4,192.93,1,1,0.38,0,0
106.26,23,0.032,64,2825,4,604.25,0,0,0.107,0,0
787.62,18,0.431,50,2764,5,78.6,1,0,0.42,0,0
33.23,4,0.185,38,1771,2,308.17,1,0,0.25,0,0
77.19,22,0.657,70,2257,5,195.13,1,0,0.115,0,0
218.4,23,0.46,74,605,4,152.94,0,0,0.246,0,0
217.77,5,0.284,61,481,4,57.59,0,0,0.429,0,0
361.06,11,0.277,58,2547,4,174.57,0,0,0.179,1,1
37.87,8,0.083,68,1284,0,102.06,1,0,0.12,0,0
45.47,12,0.103,51,87,2,793.62,0,1,0.125,0,0
137.35,21,0.233,42,2048,4,141.14,1,0,0.402,1,0
144.55,18,0.225,51,1713,2,106.13,0,1,0.533,0,0
83.35,11,0.58,49,3084,3,53.81,1,1,0.061,0,0
42.25,19,0.17,35,3110,5,24.66,0,0,0.323,0,0
32.05,21,0.17,38,3182,6,30.84,0,0,0.12,0,0
36.75,1,0.461,74,1652,2,233.77,0,0,0.145,0,0
242.85,19,0.436,47,801,4,218.83,0,0,0.274,0,0
252.09,9,0.379,29,825,3,112.95,0,0,0.394,0,0
390.98,7,0.453,73,885,2,133.11,0,0,0.33,0,0
347.1,4,0.355,34,282,6,104.26,2,0,0.242,0,0
222.97,16,0.142,44,2129,4,19.61,0,0,0.59,0,0
844.59,20,0.265,47,1119,4,46.08,1,0,0.181,0,0
795.26,12,0.065,22,2204,7,158.58,2,0,0.015,0,0
83.95,7,0.315,59,386,4,450.29,2,1,0.182,0,0
47.9,19,0.312,74,2599,3,74.94,0,0,0.174,0,0
501.28,16,0.596,19,128,4,188.71,0,0,0.263,0,0
649.72,3,0.373,67,2511,2,40.29,0,0,0.537,0,1
140.49,23,0.477,65,30,2,72.96,0,0,0.318,0,0
238.32,7,0.422,33,3315,4,238.86,0,1,0.456,0,1
20.58,18,0.305,64,2016,4,101.8,0,0,0.246,1,1
178.83,19,0.5,33,1719,5,159.64,1,1,0.21,0,1
266.01,0,0.254,32,2478,6,69.74,1,0,0.751,0,1
58.88,21,0.259,72,2418,4,70.95,0,0,0.764,0,0
233.58,9,0.33,61,2060,2,166.23,1,0,0.181,0,0
30.44,9,0.173,40,3589,3,37.31,0,0,0.08,0,0
458.48,2,0.659,35,350,4,120.37,2,0,0.394,0,1
65.32,21,0.3,53,884,11,213.23,1,0,0.579,0,0
243.76,21,0.385,69,3294,5,57.2,0,1,0.155,0,0
142.77,16,0.457,66,1317,7,434.08,0,0,0.592,0,0
31.66,12,0.568,48,3429,4,20.58,0,0,0.184,0,0
84.72,18,0.056,47,623,4,20.63,0,0,0.294,0,0
229.82,0,0.553,38,311,4,213.9,1,0,0.646,0,0
226.23,19,0.367,37,2083,7,52.35,2,0,0.33,0,0
68.54,16,0.259,18,3587,5,56.28,0,0,0.251,0,0
171.88,2,0.274,73,2604,3,298.25,1,0,0.057,0,0
96.44,16,0.077,21,230,2,72.51,0,0,0.171,0,0
219.93,2,0.393,44,538,1,90.14,1,1,0.077,0,0
118.96,9,0.221,72,2556,7,74.64,0,1,0.34,0,1
220.48,20,0.083,75,2764,8,223.58,0,0,0.384,0,0
142.94,18,0.695,48,230,7,76.5,1,1,0.471,0,0
246.06,19,0.163,65,907,6,132.45,0,0,0.859,0,0
487.16,18,0.108,34,3449,2,77.63,1,0,0.528,0,0
117.99,17,0.147,68,567,2,272.46,1,1,0.393,0,0
112.29,17,0.239,43,3046,5,80.77,0,0,0.489,0,0
188.81,13,0.084,37,975,3,57.12,0,1,0.226,0,0
207.2,7,0.436,64,2026,5,296.46,0,0,0.355,0,0
176.16,12,0.363,60,2908,5,80.54,0,0,0.427,0,0
198.3,19,0.23,21,2311,8,81.01,2,1,0.275,1,1
305.25,7,0.44,56,3348,4,76.6,0,0,0.046,0,0
124.86,7,0.347,56,2358,6,64.71,0,0,0.562,0,0
352.75,6,0.481,70,360,2,141.86,2,1,0.139,0,0
175.99,0,0.354,27,3298,5,1225.64,0,1,0.194,0,0
355.85,19,0.321,43,1487,7,85.8,0,0,0.519,0,0
362.74,3,0.277,29,3417,9,89.39,1,0,0.213,0,0
53.74,3,0.172,69,449,3,762.9,3,0,0.152,0,0
177.86,11,0.573,54,479,9,172.01,0,0,0.311,0,0
139.84,0,0.769,22,402,4,131.59,4,0,0.701,0,0
191.17,15,0.384,38,2503,5,76.38,0,0,0.368,0,1
114.56,18,0.69,68,1406,5,98.85,0,0,0.29,0,0
439.65,21,0.416,30,3410,6,206.49,0,0,0.184,0,0
132.34,18,0.398,26,2613,7,314.35,1,1,0.685,0,0
143.35,5,0.208,24,2528,3,120.87,0,0,0.319,0,0
416.77,0,0.15,56,2393,4,76.86,1,0,0.25,0,0
112.28,19,0.242,36,637,3,82.15,2,0,0.412,0,0
29.74,3,0.413,48,2719,6,285.82,2,0,0.454,0,1
65.22,3,0.348,64,568,3,49.87,0,0,0.546,0,0
47.93,9,0.303,28,71,2,71.22,1,0,0.681,0,0
586.91,12,0.552,74,1661,3,91.28,1,0,0.249,0,0
488.77,12,0.189,37,3138,10,100.9,3,0,0.515,0,0
122.62,16,0.16,50,1368,2,38.98,1,0,0.341,0,0
130.59,1,0.211,52,1724,2,467.88,0,1,0.694,0,0
815.75,21,0.24,59,1423,6,252.45,3,0,0.282,0,1
99.31,10,0.37,71,2939,5,84.95,0,0,0.362,0,0
206.61,0,0.288,40,184,7,17.4,0,0,0.397,0,0
19.74,3,0.38,75,1884,4,42.92,0,0,0.329,0,1
472.99,18,0.407,54,2017,5,74.35,0,0,0.533,0,0
27.41,3,0.234,45,2376,3,105.04,1,0,0.548,0,0
1301.07,2,0.061,20,215,7,88.35,0,0,0.257,0,0
255.76,4,0.25,40,2322,6,142.86,2,1,0.173,0,1
72.55,16,0.209,20,2232,1,212.76,0,0,0.149,0,0
76.11,12,0.427,68,3069,5,156.64,1,0,0.282,0,0
24.7,12,0.291,20,2242,5,162.63,0,1,0.361,0,0
91.76,9,0.437,57,2471,6,41.4,0,0,0.58,0,0
448.47,6,0.327,61,614,6,313.06,1,1,0.33,0,0
136.49,12,0.308,64,2108,6,163.28,0,0,0.087,0,0
272.91,1,0.195,58,792,2,449.59,2,0,0.292,0,0
258.02,14,0.068,31,344,3,187.06,0,0,0.18,0,0
38.38,21,0.603,23,1457,4,52.22,0,0,0.456,0,0
62.56,4,0.534,52,2142,2,58.04,0,0,0.102,0,0
276.83,0,0.141,19,3487,4,525.6,0,0,0.318,0,1
36.33,22,0.163,66,1764,4,333.11,1,0,0.215,1,0
176.89,19,0.524,69,1580,6,308.91,0,0,0.231,0,0
321.11,13,0.361,32,105,6,153.99,1,0,0.342,0,0
58.83,11,0.1,67,2702,1,673.11,0,0,0.187,0,0
80.35,15,0.138,56,3420,2,487.55,3,0,0.518,0,1
64.12,23,0.172,18,3325,4,210.11,0,0,0.029,0,0
150.49,15,0.573,60,1227,4,131.25,0,0,0.51,0,0
62.2,11,0.457,63,253,5,125.21,1,0,0.729,0,0
126.72,22,0.728,68,2766,6,155.09,0,0,0.43,0,0
319.96,20,0.162,31,639,4,77.61,1,0,0.43,0,0
628.69,23,0.317,51,807,9,80.28,0,0,0.145,0,0
37.82,6,0.329,25,474,3,55.89,2,0,0.371,0,1
83.17,11,0.252,68,1238,4,99.9,0,0,0.475,0,0
215.58,7,0.347,50,912,3,18.9,1,0,0.606,0,0
213.08,10,0.186,58,851,3,81.49,2,0,0.48,0,0
420.62,15,0.181,67,895,6,93.02,0,0,0.327,0,0
139.85,8,0.177,42,30,3,91.67,0,0,0.702,0,0
262.6,1,0.353,65,2375,4,149.05,1,0,0.148,1,0
267.36,0,0.13,67,1813,4,419.03,0,1,0.473,0,0
112.84,2,0.311,28,3570,1,89.37,0,0,0.385,1,0
200.65,6,0.155,39,1654,3,84.84,0,1,0.385,1,0
160.27,0,0.585,32,2167,4,79.33,1,0,0.341,0,1
693.75,21,0.47,72,2773,2,98.19,0,0,0.116,0,0
177.12,12,0.301,51,3367,3,62.73,0,1,0.364,0,0
135.87,5,0.442,40,1018,2,88.9,0,1,0.35,0,0
60.64,22,0.23,68,897,3,140.34,1,1,0.327,0,1
33.11,7,0.323,67,2389,8,378.51,0,0,0.254,0,0
82.73,16,0.481,65,3010,3,94.97,0,0,0.153,0,0
39.52,22,0.224,56,495,6,267.93,0,0,0.291,0,0
127.75,13,0.351,68,3395,3,92.4,3,0,0.243,0,0
108.94,22,0.52,28,2965,5,178.64,0,0,0.161,0,0
139.4,22,0.436,33,3620,5,151.59,0,0,0.639,0,0
671.24,18,0.152,51,3386,5,202.34,0,1,0.225,0,0
419.92,23,0.269,56,2507,1,64.95,0,0,0.444,0,0
29.48,7,0.34,75,3060,7,153.25,2,0,0.103,0,1
227.21,12,0.099,29,2368,6,150.94,2,0,0.461,0,0
1829.06,11,0.119,46,465,8,138.29,2,0,0.367,0,0
305.38,1,0.294,54,1650,5,597.1,3,0,0.662,0,0
60.62,0,0.388,45,1631,2,199.21,1,0,0.433,0,0
560.39,0,0.311,52,3048,6,79.91,3,0,0.084,0,1
66.06,22,0.096,45,565,4,37.31,3,0,0.186,0,0
213.61,1,0.304,68,1517,4,317.83,0,0,0.298,1,1
858.16,2,0.341,35,347,6,150.36,3,0,0.191,0,0
1203.75,11,0.178,24,780,3,55.35,0,0,0.342,0,0
156.33,14,0.465,44,1712,2,77.06,1,1,0.112,0,0
77.19,8,0.406,40,789,2,43.46,0,0,0.173,0,0
76.01,12,0.224,40,3125,3,65.95,1,0,0.131,1,0
173.81,7,0.249,48,3581,4,65.96,2,0,0.205,0,0
143.19,5,0.611,37,3518,5,47.9,0,1,0.174,0,0
50.77,11,0.44,50,1396,4,107.91,0,0,0.202,1,0
322.48,12,0.141,58,3058,6,41.59,0,0,0.702,0,0
116.04,9,0.546,37,2646,7,209.4,1,1,0.285,0,0
152.34,9,0.279,23,2620,3,72.24,2,1,0.559,0,0
173.21,2,0.262,66,470,4,58.95,0,0,0.427,0,0
219.97,4,0.142,53,643,3,349.77,0,0,0.102,0,0
257.83,12,0.416,58,2738,5,75.88,1,0,0.147,0,0
164.91,16,0.255,42,299,2,33.53,1,0,0.34,0,0
86.55,14,0.296,69,3531,5,161.2,3,0,0.317,0,0
275.81,22,0.195,75,3330,6,209.98,0,0,0.188,0,0
47.17,1,0.245,60,2512,2,62.33,0,0,0.417,0,0
121.08,18,0.205,67,943,9,112.28,1,0,0.469,0,0
105.09,4,0.635,32,751,5,63.77,0,0,0.71,0,1
116.39,15,0.288,32,657,8,159.0,0,0,0.189,0,0
170.88,22,0.105,73,3290,9,85.92,0,1,0.259,1,0
83.83,9,0.504,18,2860,3,106.57,1,0,0.607,1,1
65.61,5,0.176,40,1423,4,48.67,0,0,0.249,0,0
207.48,9,0.363,67,293,6,257.18,0,0,0.477,0,0
475.68,15,0.163,73,2593,3,79.38,2,0,0.678,0,0
113.79,11,0.101,31,1526,4,169.74,2,0,0.359,0,0
49.88,13,0.712,29,2762,4,61.9,0,0,0.363,0,0
532.17,9,0.374,73,1193,4,45.89,1,0,0.26,0,0
1623.13,21,0.11,71,750,7,171.87,5,0,0.349,0,0
292.64,9,0.269,32,103,6,139.07,0,0,0.42,0,0
217.91,10,0.198,21,2267,4,245.64,0,0,0.386,0,0
519.64,22,0.342,21,630,5,75.83,0,0,0.175,0,0
402.63,14,0.524,49,986,6,481.45,0,0,0.649,0,0
151.81,15,0.389,32,1599,7,90.17,1,0,0.216,0,0
44.61,21,0.299,61,671,5,110.24,0,0,0.52,0,1
297.74,20,0.459,48,622,4,108.81,2,0,0.251,0,0
54.69,6,0.1,22,1857,2,51.78,1,0,0.211,0,0
33.21,21,0.487,25,1055,3,23.11,0,0,0.191,0,0
187.31,12,0.306,42,1930,1,63.03,1,0,0.229,0,0
16.51,1,0.39,54,839,5,82.63,1,0,0.047,0,0
249.95,4,0.229,69,931,1,397.92,1,1,0.18,0,0
27.32,6,0.38,64,2092,7,123.02,1,0,0.158,1,0
105.35,20,0.217,26,1557,7,130.95,2,1,0.343,1,1
31.32,10,0.243,18,1305,3,88.38,0,1,0.279,0,0
29.77,6,0.362,20,2085,1,272.1,0,0,0.147,0,0
227.88,17,0.237,62,386,3,126.93,1,0,0.205,0,0
71.31,3,0.376,69,3474,2,155.59,1,0,0.037,0,0
71.31,15,0.261,66,3180,4,97.87,0,0,0.491,0,0
56.67,11,0.236,24,3533,6,361.06,0,0,0.33,0,0
120.42,21,0.17,58,3032,4,176.27,2,0,0.378,0,0
176.31,23,0.129,57,3268,4,230.21,0,0,0.3,0,0
210.92,21,0.258,73,1406,5,257.61,0,1,0.188,0,0
196.49,4,0.141,59,391,6,650.82,0,1,0.17,0,0
29.96,23,0.385,61,2927,2,172.12,1,0,0.103,0,0
25.46,11,0.408,19,3036,6,50.24,2,0,0.112,0,0
271.95,10,0.252,22,2090,10,80.53,0,0,0.296,0,0
56.56,8,0.074,40,2824,5,269.28,0,0,0.204,0,0
85.44,2,0.13,58,2440,6,71.72,1,0,0.186,0,0
160.26,13,0.42,65,891,6,229.69,1,0,0.307,0,0
140.2,10,0.207,40,1418,3,184.29,0,0,0.494,0,0
1492.06,5,0.415,32,1278,7,206.25,1,0,0.405,1,1
235.85,11,0.261,23,2874,6,109.87,1,0,0.45,0,0
187.33,21,0.23,34,2863,5,67.04,2,0,0.271,0,0
553.97,10,0.199,27,2956,6,142.68,0,0,0.382,0,0
175.64,22,0.242,58,858,3,289.98,0,0,0.51,0,1
248.2,18,0.196,62,648,4,195.62,1,1,0.227,0,0
82.95,12,0.265,62,676,2,292.15,1,1,0.367,0,0
149.69,18,0.24,37,2407,3,149.4,1,0,0.203,0,0
34.05,23,0.256,66,3307,2,184.61,1,0,0.054,0,0
148.37,20,0.508,66,2087,7,153.29,0,0,0.253,1,1
93.58,1,0.57,31,1704,3,66.48,1,1,0.684,0,1
428.96,19,0.369,22,1217,2,63.55,0,0,0.364,0,0
114.86,9,0.237,35,339,3,53.19,4,0,0.659,0,1
61.51,11,0.265,26,1099,1,321.15,0,0,0.185,0,0
81.07,8,0.779,62,224,3,134.73,1,0,0.278,0,0
200.2,21,0.188,18,874,3,131.06,0,1,0.621,0,1
99.73,16,0.254,60,903,6,77.48,2,0,0.48,0,0
76.95,15,0.226,26,3596,0,212.97,0,0,0.21,0,0
230.55,17,0.104,40,688,4,110.1,0,0,0.161,0,0
107.48,0,0.287,34,1960,3,190.91,0,0,0.088,0,0
75.94,8,0.324,48,2962,4,89.74,1,0,0.076,0,0
435.29,0,0.513,22,1583,4,69.67,0,1,0.448,0,1
283.8,9,0.171,31,419,4,50.51,1,0,0.215,1,0
117.25,2,0.195,61,2732,4,113.82,2,0,0.116,0,0
43.78,22,0.117,49,2162,5,126.27,0,0,0.403,0,0
633.34,11,0.352,55,548,3,73.63,0,0,0.308,0,0
444.59,22,0.543,25,3287,7,169.23,2,1,0.079,0,1
351.23,18,0.462,18,2504,5,62.18,1,0,0.305,0,0
223.33,5,0.276,73,1329,3,112.09,0,0,0.382,0,0
654.66,18,0.389,56,2556,7,144.15,0,0,0.217,0,0
546.49,2,0.266,29,455,6,106.52,0,0,0.444,0,0
23.66,18,0.454,24,3363,5,80.73,0,0,0.574,0,1
119.89,6,0.181,55,43,3,44.68,0,0,0.496,0,0
698.56,16,0.142,51,1457,6,196.57,1,0,0.069,0,0
116.27,16,0.299,71,363,2,216.66,2,1,0.751,0,1
50.9,16,0.067,23,3100,8,84.84,0,0,0.151,0,0
22.43,4,0.353,69,3188,5,327.49,1,0,0.427,0,1
144.87,11,0.053,22,2890,6,190.3,1,0,0.121,0,0
21.95,2,0.241,61,2990,3,82.72,1,0,0.636,0,0
40.58,19,0.048,72,2849,1,162.23,2,0,0.396,0,0
427.83,15,0.381,30,1509,5,90.58,0,0,0.346,0,0
102.84,0,0.114,27,2335,1,112.71,0,0,0.206,0,0
511.66,11,0.075,48,3638,6,97.77,0,0,0.405,0,0
49.23,9,0.327,59,2514,4,99.67,1,0,0.171,0,0
103.58,12,0.294,29,1436,2,59.52,0,0,0.13,0,0
354.71,0,0.265,39,1658,2,53.39,1,0,0.374,0,1
135.24,14,0.337,61,3644,2,154.05,1,0,0.623,0,0
633.43,17,0.432,73,2362,5,308.9,1,0,0.343,0,0
153.55,0,0.223,75,2130,6,225.18,1,0,0.157,0,0
67.51,2,0.311,50,3507,7,159.09,1,0,0.304,0,1
219.6,5,0.229,56,443,5,202.74,0,0,0.225,0,0
230.89,23,0.284,36,2193,4,70.31,0,0,0.414,0,0
341.7,18,0.204,47,553,9,82.06,0,0,0.207,0,0
83.44,17,0.125,25,3298,3,213.95,2,0,0.423,0,0
186.32,11,0.144,55,1470,4,115.93,0,0,0.334,0,1
138.36,16,0.342,54,2677,7,70.2,0,1,0.374,0,0
1202.78,2,0.452,24,3251,4,52.62,2,0,0.11,0,0
205.22,4,0.315,43,2580,5,491.84,3,0,0.022,0,1
142.93,12,0.244,59,2393,5,23.67,1,0,0.332,0,0
280.33,22,0.311,20,2639,5,188.86,0,0,0.16,0,0
199.46,15,0.623,24,1271,3,162.82,0,0,0.247,0,1
199.18,18,0.132,56,1316,5,109.26,0,0,0.406,0,0
66.42,11,0.386,31,355,4,219.06,0,1,0.202,0,0
16.15,11,0.053,68,1445,7,38.4,2,0,0.113,1,0
112.44,23,0.398,29,1800,4,179.53,1,0,0.125,0,0
419.21,14,0.202,26,1890,4,27.04,0,0,0.508,1,0
346.6,8,0.113,36,2412,6,143.28,1,0,0.268,0,1
51.03,11,0.241,34,1695,6,36.13,2,0,0.292,0,0
79.68,7,0.223,55,1570,3,266.99,0,0,0.276,0,0
298.34,16,0.47,68,1782,5,155.86,0,0,0.572,0,0
61.24,0,0.313,49,979,6,89.0,1,1,0.214,0,0
337.13,3,0.093,64,3050,2,1186.11,2,0,0.381,1,0
690.86,8,0.417,66,2009,4,115.31,0,0,0.361,0,0
228.83,9,0.217,38,2781,7,81.73,2,0,0.435,0,0
275.82,9,0.087,58,30,9,1409.47,0,0,0.537,0,0
23.43,13,0.4,59,1540,2,175.6,0,0,0.013,0,0
216.84,2,0.365,67,3212,0,50.48,3,1,0.157,0,1
132.2,17,0.256,50,1592,2,190.72,3,0,0.297,0,0
27.01,4,0.302,70,260,4,235.98,1,0,0.342,0,0
213.39,19,0.059,55,3493,4,184.14,3,0,0.216,0,0
273.25,3,0.471,26,1347,3,26.8,2,1,0.262,0,1
58.23,14,0.258,20,769,5,147.53,1,0,0.418,0,0
177.41,8,0.336,51,3022,3,83.35,1,0,0.201,0,0
72.76,4,0.136,25,348,6,208.78,2,0,0.311,0,0
134.51,8,0.165,57,2668,4,457.62,1,0,0.222,0,0
210.53,4,0.058,75,1660,4,84.88,4,0,0.193,1,1
144.13,8,0.439,30,1532,1,73.34,0,0,0.324,0,0
390.8,13,0.694,23,1133,2,110.76,2,1,0.387,0,1
150.61,18,0.389,30,3636,4,121.55,2,0,0.086,0,0
139.19,10,0.14,36,2535,3,131.12,1,1,0.375,0,0
245.36,0,0.201,31,3484,3,120.24,0,0,0.043,0,0
290.87,7,0.64,48,3454,4,225.59,2,0,0.84,0,0
154.16,8,0.225,44,3267,8,91.47,2,0,0.335,0,0
560.68,21,0.333,50,830,4,109.56,0,0,0.298,0,0
217.67,9,0.295,73,2354,1,281.86,0,0,0.539,0,0
154.67,8,0.207,72,2297,1,262.6,3,0,0.306,0,0
379.01,6,0.36,31,264,5,98.82,1,0,0.39,0,0
28.7,4,0.286,75,2853,5,200.85,2,0,0.535,1,1
192.09,17,0.424,60,1360,6,84.5,0,0,0.215,0,0
149.47,20,0.057,46,210,6,68.42,1,0,0.206,0,0
171.24,5,0.558,47,1870,3,173.25,0,0,0.465,0,1
145.34,5,0.358,27,1466,3,50.07,0,0,0.054,0,0
287.98,16,0.148,32,1168,6,67.19,0,1,0.485,0,0
1166.2,22,0.199,60,960,4,426.38,0,0,0.42,1,0
247.35,18,0.403,68,2179,4,125.77,1,0,0.452,0,0
59.76,0,0.473,27,1257,3,42.99,2,0,0.07,0,0
272.57,13,0.28,35,2955,0,88.53,1,0,0.442,0,0
63.67,1,0.175,74,2813,3,117.61,2,0,0.211,0,0
814.99,22,0.566,35,2731,7,54.05,1,0,0.428,0,0
124.37,9,0.154,53,2535,2,74.31,1,0,0.332,0,0
966.13,14,0.115,45,1191,5,432.63,0,0,0.296,0,0
216.97,16,0.195,68,1823,6,87.56,0,0,0.748,0,0
607.5,7,0.404,47,40,1,167.54,1,1,0.137,0,0
80.78,16,0.426,59,436,5,44.88,1,0,0.621,0,0
83.39,17,0.484,38,2689,8,105.18,1,0,0.316,0,0
435.65,0,0.307,39,3197,4,162.64,0,0,0.087,0,0
79.59,21,0.386,22,1430,4,171.24,1,0,0.588,0,0
601.46,6,0.414,36,2282,5,327.18,2,0,0.433,0,0
56.57,14,0.056,53,1078,8,180.68,1,0,0.127,0,0
59.86,10,0.365,47,3531,3,36.98,1,0,0.184,0,0
226.69,11,0.479,25,508,5,105.35,1,0,0.392,0,1
89.59,8,0.289,63,3251,5,104.82,1,0,0.092,0,0
62.72,20,0.162,42,3040,1,96.31,3,1,0.322,0,0
377.78,14,0.109,46,2727,5,167.62,1,0,0.092,0,0
432.58,8,0.302,29,542,2,88.74,0,0,0.394,1,1
188.9,11,0.389,68,1572,2,256.25,1,0,0.349,0,0
296.74,13,0.523,56,3143,1,77.65,0,0,0.41,0,0
10.99,12,0.07,21,1670,1,99.37,1,1,0.255,0,1
