Age,AnnualIncome,Gender,City,DeviceType,Membership,PaymentMethod,TrafficSource,SessionDuration,PagesVisited,PreviousPurchases,CartValue,Purchased
23,1297850,Female,Mumbai,Tablet,Platinum,Debit Card,Email,18.28,13,12,5700.16,1
48,1362117,Male,Bengaluru,Tablet,Silver,UPI,Organic,23.13,19,10,2007.61,1
36,1282523,Female,Pune,Desktop,Silver,Net Banking,Referral,31.03,16,11,20281.86,1
56,1423268,Female,Delhi,Desktop,Gold,Net Banking,Organic,19.82,18,4,24414.9,1
44,228874,Male,Pune,Mobile,Platinum,UPI,Google Ads,58.17,7,6,16152.34,1
27,1303129,Male,Mumbai,Mobile,Basic,UPI,Google Ads,56.05,13,7,7018.89,1
43,772632,Female,Chennai,Mobile,Basic,UPI,Organic,52.37,4,4,24917.15,1
36,889662,Male,Delhi,Desktop,Basic,UPI,Google Ads,25.89,9,8,22342.34,1
56,751926,Male,Bengaluru,Tablet,Silver,UPI,Email,41.79,10,13,12883.18,1
20,1306825,Female,Mumbai,Mobile,Basic,Credit Card,Google Ads,54.27,9,9,20650.5,1
30,707007,Female,Delhi,Tablet,Basic,Debit Card,Referral,51.18,7,11,20413.93,1
45,858250,Male,Mumbai,Desktop,Basic,Debit Card,Email,25.45,15,3,23376.49,1
37,650452,Female,Mumbai,Desktop,Basic,Debit Card,Social Media,7.63,8,3,21039.0,0
45,1658301,Male,Bengaluru,Mobile,Gold,Net Banking,Google Ads,5.46,19,12,16127.61,1
25,222534,Female,Hyderabad,Mobile,Basic,Credit Card,Google Ads,35.05,11,7,15271.66,0
58,675518,Female,Delhi,Mobile,Gold,Debit Card,Referral,38.92,5,0,11737.2,1
56,796529,Female,Bengaluru,Desktop,Silver,Net Banking,Referral,51.14,2,7,15699.49,1
18,592003,Female,Mumbai,Mobile,Gold,Credit Card,Organic,18.26,10,4,19900.89,1
20,306209,Other,Bengaluru,Mobile,Basic,Credit Card,Organic,10.88,16,12,24229.04,1
30,622061,Male,Hyderabad,Desktop,Platinum,Net Banking,Organic,23.36,13,13,11735.46,1
45,1417580,Female,Pune,Desktop,Silver,Credit Card,Referral,21.86,8,10,14383.96,1
42,796412,Male,Delhi,Tablet,Platinum,Net Banking,Organic,8.82,9,0,11175.66,1
50,344134,Male,Hyderabad,Mobile,Platinum,Debit Card,Organic,40.66,11,3,16745.37,1
55,1304289,Male,Chennai,Mobile,Basic,Net Banking,Social Media,31.01,11,1,15785.02,1
23,668972,Female,Delhi,Desktop,Basic,Credit Card,Organic,43.55,16,3,544.06,0
49,1157965,Other,Hyderabad,Mobile,Basic,Debit Card,Google Ads,21.81,10,7,13574.92,1
38,1303994,Male,Mumbai,Mobile,Silver,Debit Card,Referral,20.22,12,4,2303.32,1
33,1164176,Male,Delhi,Mobile,Basic,UPI,Email,28.88,6,0,756.95,1
38,1356808,Female,Delhi,Mobile,Basic,UPI,Social Media,52.77,12,6,19800.81,1
28,700551,Male,Bengaluru,Mobile,Silver,Credit Card,Referral,3.38,10,0,6540.38,1
54,343038,Male,Mumbai,Mobile,Basic,Net Banking,Referral,48.49,18,8,8582.31,1
53,1170049,Female,,Mobile,Basic,Net Banking,Google Ads,22.77,18,2,1695.71,1
52,1110491,Female,Pune,Mobile,Silver,Credit Card,Organic,51.42,4,11,4569.56,1
36,1396959,Other,Hyderabad,Desktop,Basic,Debit Card,Google Ads,48.33,9,2,19163.56,1
37,1554572,Male,Bengaluru,Mobile,Silver,Credit Card,Organic,21.58,7,14,12388.92,1
35,438722,Male,Hyderabad,Desktop,Silver,Credit Card,Organic,41.94,18,14,22028.64,1
58,312079,Female,Chennai,Mobile,Silver,Debit Card,Referral,10.42,8,5,9991.33,1
31,382053,Female,Chennai,Mobile,Gold,Net Banking,Organic,53.88,11,15,6790.65,1
32,780530,Female,Delhi,Desktop,Silver,Credit Card,Social Media,24.86,7,9,8755.24,1
48,1407165,Female,Chennai,Mobile,Silver,Net Banking,Social Media,27.88,9,5,17848.02,1
18,1731814,Male,Hyderabad,Mobile,Silver,Credit Card,Social Media,42.64,8,12,13919.64,1
20,1257833,Female,Mumbai,Mobile,Gold,Debit Card,Referral,49.43,3,10,22614.36,1
33,660488,,Mumbai,Tablet,Gold,Debit Card,Google Ads,14.94,17,10,15094.0,1
40,615423,Male,Delhi,Mobile,Gold,UPI,Email,40.02,2,5,12376.15,1
28,1372929,Female,Pune,Mobile,Gold,Debit Card,Organic,24.13,15,12,19665.24,1
29,503390,Male,Hyderabad,Desktop,Basic,UPI,Email,22.75,14,0,23693.59,1
27,443579,Male,Hyderabad,Mobile,Basic,Credit Card,Google Ads,41.71,18,4,8960.56,1
49,1458523,Female,Chennai,Mobile,Basic,Net Banking,Google Ads,23.84,16,11,6321.92,1
33,1460334,Male,Hyderabad,Mobile,Platinum,Debit Card,Referral,21.42,20,5,15443.81,1
25,1386308,Female,Bengaluru,Desktop,Gold,Debit Card,Social Media,50.32,4,7,12521.93,1
55,1179701,Male,Pune,Mobile,Gold,Debit Card,Social Media,6.98,20,12,24730.72,1
29,1111011,Female,Chennai,Mobile,Basic,Credit Card,Google Ads,40.88,6,0,11612.81,1
41,1667331,Male,Bengaluru,Mobile,Gold,UPI,Referral,15.67,6,4,1950.86,1
45,318563,Male,Delhi,Desktop,Basic,Credit Card,Referral,1.91,11,2,24436.49,1
25,963066,Other,Mumbai,Mobile,Basic,Net Banking,Organic,10.84,17,1,21105.31,1
45,1734623,Female,Delhi,Tablet,Silver,Credit Card,Social Media,36.79,3,10,4538.43,1
53,885552,Female,Mumbai,Mobile,Silver,Net Banking,Google Ads,42.84,13,7,22624.67,1
43,506032,Male,Delhi,Tablet,Silver,Debit Card,Email,2.24,3,6,8582.6,1
25,777897,Female,Hyderabad,Tablet,Gold,Net Banking,Social Media,3.15,16,9,9490.09,1
45,952800,Female,Bengaluru,Mobile,Basic,Net Banking,Organic,54.25,15,6,22669.15,1
45,1482549,Female,Mumbai,Mobile,Silver,UPI,Referral,5.33,11,4,13299.88,1
54,1511673,Female,Chennai,Mobile,Silver,Net Banking,Google Ads,53.76,18,11,3530.3,1
58,1605402,Male,Bengaluru,Mobile,Basic,Net Banking,Social Media,14.46,15,15,9289.5,1
53,1742833,Male,Chennai,Desktop,Gold,Credit Card,Email,44.66,5,12,18080.23,1
44,1659359,Female,Bengaluru,Mobile,Gold,Debit Card,Organic,19.27,16,8,4437.19,1
34,1343950,Male,Bengaluru,Mobile,Gold,Credit Card,Organic,51.67,16,4,14796.76,1
26,729148,Male,Delhi,Mobile,Gold,Credit Card,Social Media,42.33,17,1,17412.33,1
50,856555,Female,Mumbai,Tablet,,Debit Card,Email,24.71,9,2,8661.95,1
37,781763,Female,Mumbai,Mobile,Basic,Debit Card,Organic,5.5,3,3,17377.63,0
30,664090,Female,Bengaluru,Mobile,Gold,Net Banking,Google Ads,44.23,20,14,22116.76,1
45,1053698,Female,Hyderabad,Mobile,Basic,Net Banking,Organic,37.4,13,4,11855.71,1
46,856787,Female,Hyderabad,Tablet,Basic,UPI,Email,1.17,3,12,9634.44,1
30,1517803,Male,Chennai,Desktop,Basic,Credit Card,Referral,1.56,7,2,6353.84,1
52,922406,Male,Chennai,Mobile,Gold,Debit Card,Referral,48.72,6,11,15144.72,1
23,1023804,Male,Delhi,Mobile,Gold,Net Banking,Social Media,16.3,9,13,22008.32,1
35,828074,Male,Bengaluru,Mobile,Basic,Debit Card,Email,38.53,12,6,8184.07,1
22,1141568,Female,Chennai,Mobile,Gold,Net Banking,Organic,27.8,15,4,9966.26,1
42,1760677,Male,Chennai,Tablet,Platinum,UPI,Organic,51.94,20,4,10224.98,1
19,1260174,Male,Pune,Desktop,Basic,UPI,Referral,55.1,3,5,14064.23,1
27,1734510,Male,Bengaluru,Mobile,Basic,Debit Card,Referral,59.81,10,6,5787.38,1
47,469226,Male,Delhi,Desktop,Gold,UPI,Google Ads,10.07,1,9,20573.06,1
22,995673,Male,Chennai,Mobile,Basic,Debit Card,Referral,51.91,19,9,7460.5,1
50,407286,Male,Delhi,Desktop,Silver,Net Banking,Google Ads,16.7,19,15,17663.53,1
18,617785,Male,Mumbai,Desktop,Basic,Credit Card,Organic,35.86,13,7,12879.07,1
35,1240321,Male,Delhi,Mobile,Silver,UPI,Google Ads,30.84,12,8,14688.85,1
49,992461,Male,Hyderabad,Desktop,Gold,Net Banking,Google Ads,2.06,1,10,4572.26,1
28,1372673,Female,Hyderabad,Mobile,Gold,Credit Card,Social Media,56.03,19,3,18402.08,1
38,412732,Male,Delhi,Mobile,Gold,Credit Card,Referral,5.62,16,4,4796.65,1
43,793474,Male,Hyderabad,Mobile,Gold,Credit Card,Google Ads,41.6,15,14,2925.49,1
42,1104044,Female,Mumbai,Mobile,Gold,Net Banking,Organic,47.32,16,4,13712.32,1
39,1064200,Male,Bengaluru,Desktop,Gold,Net Banking,Email,47.92,11,7,17761.5,1
44,393030,Female,Hyderabad,Tablet,Basic,Debit Card,Google Ads,8.99,6,8,1345.89,0
30,904238,Female,Hyderabad,Desktop,Silver,Credit Card,Referral,27.41,11,6,1827.94,1
50,1794710,Male,Delhi,Desktop,Basic,Credit Card,Social Media,49.94,3,14,20086.71,1
51,1198652,Female,Mumbai,Desktop,Gold,Credit Card,Organic,18.86,15,4,20244.91,1
58,1566652,Male,Bengaluru,Mobile,Basic,Debit Card,Social Media,28.6,1,2,6208.09,1
52,328554,Female,Delhi,Mobile,Silver,Credit Card,Email,17.09,7,0,15419.18,0
18,465555,Male,Delhi,Mobile,Basic,Net Banking,Google Ads,28.35,1,10,11135.18,1
38,624191,Female,Pune,Desktop,Gold,Credit Card,Google Ads,53.38,17,8,15854.13,1
23,1682337,Male,Mumbai,Tablet,Gold,UPI,Referral,27.85,9,4,21585.69,1
45,1734094,Female,Bengaluru,Mobile,Silver,Net Banking,Google Ads,33.8,13,8,2088.42,1
34,1569517,Female,Mumbai,Desktop,Gold,Debit Card,Organic,24.83,11,9,19471.81,1
22,494451,Male,Bengaluru,Desktop,Basic,Credit Card,Email,28.15,20,14,12376.42,1
48,1100597,Male,Mumbai,Mobile,Silver,UPI,Social Media,1.9,6,11,14146.76,1
22,1512762,Female,Delhi,Mobile,Gold,Debit Card,Email,17.74,1,12,16382.89,1
55,952944,Female,Delhi,Mobile,Basic,Debit Card,Google Ads,26.76,7,13,23073.32,1
20,1666205,Male,Chennai,Mobile,Platinum,Net Banking,Social Media,38.39,12,3,1512.33,1
40,948747,Female,Hyderabad,Mobile,Basic,Debit Card,Referral,27.55,20,4,833.96,1
54,404695,Other,Pune,Mobile,Basic,Debit Card,Email,20.93,19,3,4538.72,1
54,1064315,Female,Mumbai,Mobile,Platinum,Debit Card,Social Media,23.9,17,1,24662.55,1
27,1524476,Male,Pune,Mobile,Basic,Debit Card,Social Media,15.3,4,11,17905.4,1
27,1281844,Female,Chennai,Desktop,Platinum,Credit Card,Social Media,55.55,3,0,15404.56,1
36,1661006,Male,Hyderabad,Mobile,Platinum,Credit Card,Organic,31.78,1,7,1271.27,1
34,1441519,,Mumbai,Desktop,Basic,Credit Card,Email,1.79,18,3,21989.84,1
38,1650394,Female,Bengaluru,Mobile,Silver,Credit Card,Social Media,2.15,15,4,20337.65,1
31,888691,Male,Hyderabad,Mobile,Basic,UPI,Email,58.4,8,5,16653.52,1
26,753189,Female,Delhi,Tablet,Silver,Credit Card,Social Media,14.07,1,13,8544.36,0
18,1590706,Male,Chennai,Mobile,Basic,Debit Card,Referral,48.53,20,7,1855.57,1
30,1423064,Other,Hyderabad,Mobile,Basic,Credit Card,Referral,4.44,14,10,14542.96,1
21,570530,Other,Hyderabad,Desktop,Silver,Credit Card,Referral,55.35,4,7,18020.39,1
18,842784,Female,Delhi,Mobile,Silver,Net Banking,Google Ads,52.59,5,6,2446.58,1
57,421531,Male,Mumbai,Mobile,Platinum,Debit Card,Social Media,34.69,13,3,15880.81,1
49,1475269,Female,Bengaluru,Mobile,Gold,Credit Card,Google Ads,1.53,15,5,7230.52,1
51,1174465,Male,Delhi,Mobile,Gold,Credit Card,Email,16.21,6,15,19129.68,1
45,1099484,Male,Bengaluru,Mobile,Silver,Credit Card,Google Ads,25.0,1,3,13536.43,1
48,883650,Female,Mumbai,Mobile,Gold,UPI,Email,28.14,19,14,3313.02,1
25,1779295,Male,Hyderabad,Desktop,Basic,Credit Card,Email,18.56,13,13,13210.33,1
56,1466936,Male,Bengaluru,Desktop,Gold,Net Banking,Email,2.94,6,6,9953.85,1
43,524855,Other,Chennai,Desktop,Platinum,Debit Card,Google Ads,35.82,15,11,4590.86,1
51,1735979,Male,Chennai,Desktop,Basic,Debit Card,Social Media,31.93,16,12,21053.74,1
20,1254961,Male,Delhi,Desktop,Gold,Credit Card,Google Ads,17.7,16,11,374.61,1
29,611374,Female,Mumbai,,Gold,Credit Card,Social Media,3.24,10,15,7871.99,1
18,1644811,Male,Delhi,Desktop,Platinum,Credit Card,Social Media,59.68,9,14,413.62,1
22,460783,Female,Delhi,Desktop,Gold,Debit Card,Email,29.44,9,12,2490.57,1
47,1314106,Other,Pune,Desktop,Basic,Debit Card,Google Ads,45.6,17,12,7497.7,1
47,463707,Female,Delhi,Mobile,Basic,UPI,Social Media,27.69,17,10,1451.35,1
34,557816,Female,Pune,Mobile,Basic,Net Banking,Referral,3.55,17,13,14956.1,1
40,1658236,Male,Chennai,Mobile,Gold,UPI,Social Media,19.27,12,0,2262.89,1
32,1166420,Male,Chennai,Desktop,Basic,Net Banking,Referral,19.89,13,4,17572.67,1
54,1630503,Female,Delhi,Mobile,Gold,UPI,Google Ads,50.46,12,14,1410.79,1
38,525114,Female,Chennai,Desktop,Basic,Debit Card,Google Ads,39.6,14,13,1576.79,1
31,423373,Female,Mumbai,Mobile,Basic,UPI,Google Ads,17.25,10,9,7702.61,1
19,527697,Male,Pune,Mobile,Silver,Net Banking,Social Media,58.1,19,11,22424.63,1
28,1390355,Male,Pune,Mobile,Gold,Credit Card,Organic,19.97,2,15,16070.69,1
56,1398758,Male,Delhi,Mobile,Basic,Net Banking,Social Media,59.9,4,14,19276.27,1
55,1226914,Female,Chennai,Mobile,Silver,Credit Card,Social Media,59.77,19,9,3624.65,1
51,1136331,Male,Bengaluru,Mobile,Silver,Debit Card,Email,12.28,7,14,20869.72,1
55,1466836,Female,Pune,Tablet,Basic,Net Banking,Email,19.45,15,3,302.84,1
51,1103159,Female,Delhi,Mobile,Basic,UPI,Social Media,29.68,15,10,5405.13,0
35,1151129,Male,Delhi,Mobile,Gold,Net Banking,Referral,40.18,6,6,15440.7,1
47,826701,Female,Mumbai,Desktop,Silver,Credit Card,Email,32.15,3,12,9443.64,1
32,966958,Male,Hyderabad,Desktop,Basic,Debit Card,Social Media,58.2,6,8,24606.42,1
44,510904,Female,Hyderabad,Desktop,Gold,UPI,Organic,43.72,16,4,855.45,1
51,1276413,Female,Pune,Mobile,Platinum,Net Banking,Referral,13.51,2,3,24965.09,1
55,698349,Female,Mumbai,Desktop,Silver,Credit Card,Google Ads,7.2,7,14,15628.33,1
50,964838,Female,Mumbai,Desktop,Silver,UPI,Social Media,41.62,11,8,14011.8,1
41,977968,Male,Mumbai,Mobile,Gold,Debit Card,Social Media,10.35,7,4,1581.86,1
32,1781405,Male,Pune,Mobile,Platinum,UPI,Referral,47.47,4,8,6905.89,1
47,259083,Female,Hyderabad,Mobile,Gold,Debit Card,Email,19.35,20,7,23124.1,1
59,738819,Male,Mumbai,Mobile,Silver,UPI,Email,20.29,7,3,8920.73,1
34,1499432,Male,Chennai,Desktop,Silver,Net Banking,Email,1.64,4,10,16575.16,1
22,1594821,Male,Delhi,Mobile,Gold,Credit Card,Google Ads,42.36,12,10,24987.46,1
46,957147,Female,Delhi,Tablet,Basic,Net Banking,Referral,7.68,5,6,6650.44,0
21,1228382,Male,Bengaluru,Mobile,Silver,Net Banking,Referral,46.6,19,4,14444.41,1
27,834037,Female,Bengaluru,Mobile,Gold,Debit Card,Email,30.02,5,9,17441.3,1
34,1218836,Other,Pune,Mobile,Gold,Debit Card,Email,47.27,19,3,4199.22,1
27,1021047,Male,Pune,Mobile,Silver,Debit Card,Organic,35.45,3,4,3801.95,1
34,786791,Male,Delhi,Desktop,Gold,Net Banking,Organic,5.86,11,4,11462.07,1
37,1482922,Male,Chennai,Desktop,Basic,UPI,Social Media,46.17,7,10,9706.73,1
41,789996,Female,Hyderabad,Mobile,Silver,UPI,Social Media,5.12,17,14,17883.96,1
22,895472,Male,Hyderabad,Mobile,Gold,Net Banking,Referral,29.24,9,8,1830.77,1
51,1224244,Male,Pune,Mobile,Basic,Net Banking,Referral,11.17,9,11,24306.95,1
23,958513,Male,Chennai,Desktop,Basic,Credit Card,Google Ads,45.39,10,15,455.5,1
19,1386237,Female,Pune,Mobile,Platinum,Debit Card,Google Ads,54.78,13,8,15072.79,1
30,340081,Male,Hyderabad,Mobile,Basic,Debit Card,Organic,33.69,15,5,14109.55,0
60,568590,Female,Pune,Desktop,Basic,Net Banking,Social Media,32.1,5,13,3454.42,1
60,1073093,Female,Mumbai,Tablet,Platinum,Net Banking,Organic,46.07,3,3,3857.81,1
28,861503,Male,Pune,Mobile,Gold,UPI,Organic,1.3,8,14,19837.67,0
40,1234730,Female,Delhi,Mobile,Gold,Net Banking,Social Media,55.15,20,1,22200.31,1
33,857164,Male,Pune,Desktop,Gold,UPI,Google Ads,12.65,10,13,7147.12,1
48,1139192,Female,Delhi,Desktop,Basic,Net Banking,Social Media,59.06,13,2,11005.3,1
28,1292864,Female,Chennai,Mobile,Gold,Credit Card,Email,44.44,3,1,8939.38,1
33,231195,Female,Hyderabad,Tablet,Silver,Credit Card,Email,46.68,8,4,1906.42,1
25,462725,Male,Bengaluru,Desktop,Gold,UPI,Email,39.72,9,5,16862.79,1
21,625864,Male,Bengaluru,Mobile,Silver,Debit Card,Referral,28.83,12,10,20647.3,1
57,472231,Male,Hyderabad,Mobile,Silver,Credit Card,Google Ads,34.73,11,4,7691.5,1
21,885290,Male,Bengaluru,Mobile,Silver,UPI,Google Ads,3.74,2,1,24755.38,1
42,344053,Male,Pune,Desktop,Silver,Net Banking,Referral,37.81,18,11,1988.7,1
20,773586,Male,Chennai,Mobile,Gold,Net Banking,Organic,37.94,9,4,16578.59,1
49,1665200,Male,Chennai,Desktop,Silver,UPI,Email,53.58,2,8,11260.88,1
20,1268075,Male,Hyderabad,Desktop,Silver,Debit Card,Email,30.83,2,3,11220.39,1
44,1616536,Female,Bengaluru,Mobile,Silver,UPI,Organic,5.55,3,11,11495.38,1
46,625485,Male,Pune,Desktop,Silver,UPI,Social Media,19.07,16,9,6541.18,1
49,1473774,Male,Chennai,Tablet,Gold,Credit Card,Social Media,39.68,19,1,17917.51,1
36,1696111,Male,Chennai,Mobile,Gold,UPI,Google Ads,15.12,4,2,18067.26,1
38,1539507,Male,Mumbai,Mobile,Gold,UPI,Referral,17.55,18,2,7131.69,1
22,1526208,Other,Mumbai,Mobile,Platinum,Net Banking,Google Ads,49.41,20,8,20899.13,1
35,516585,Male,Chennai,Desktop,Gold,Credit Card,Social Media,35.47,18,3,7989.44,1
45,202431,Female,Hyderabad,Tablet,Silver,Net Banking,Organic,31.0,10,15,18154.82,1
59,1552401,Other,Delhi,Mobile,Gold,Net Banking,Google Ads,19.79,11,14,3112.89,1
39,1423131,Female,Delhi,Desktop,Platinum,Debit Card,Email,44.12,17,0,4300.67,1
38,827008,Female,Pune,Mobile,Silver,Debit Card,Email,17.98,20,0,7963.31,1
23,753441,Female,Chennai,Mobile,Gold,Credit Card,Organic,44.49,16,14,14887.46,1
18,448512,Other,Chennai,Mobile,Gold,Credit Card,Social Media,5.14,20,6,16173.24,1
22,1078792,Female,Chennai,Mobile,Silver,Debit Card,Email,52.01,13,6,9969.27,1
58,356076,Female,Hyderabad,Mobile,Basic,Debit Card,Email,30.47,2,1,2038.19,1
29,1448300,Female,Mumbai,Mobile,Silver,Debit Card,Referral,26.87,2,8,9403.5,1
43,1543046,Female,Chennai,Mobile,Platinum,Debit Card,Google Ads,37.05,14,8,17250.31,1
51,858758,Female,Chennai,Tablet,Gold,Debit Card,Social Media,37.83,4,4,16807.79,1
31,933753,Male,Bengaluru,Mobile,Silver,Net Banking,Google Ads,8.79,17,14,4088.89,1
43,230861,Male,Hyderabad,Mobile,Platinum,Credit Card,Social Media,45.62,13,14,293.82,1
44,1566617,Male,Pune,Mobile,Silver,Net Banking,Email,17.28,4,2,18849.24,1
26,1441553,Male,Chennai,Desktop,Silver,Net Banking,Referral,54.39,3,2,2748.57,1
43,831406,Male,Bengaluru,Mobile,Gold,UPI,Google Ads,49.25,12,11,2150.49,1
39,901001,Male,Delhi,Mobile,Gold,Net Banking,Email,21.43,8,2,167.26,1
47,189078,Female,Pune,Tablet,Basic,Debit Card,Social Media,48.66,2,5,10871.77,1
60,504912,Male,Chennai,Mobile,Silver,Debit Card,Google Ads,22.03,6,3,12631.27,1
34,1038058,Female,Chennai,Mobile,Silver,UPI,Google Ads,6.96,10,7,15977.83,1
43,1024092,Male,Bengaluru,Desktop,Silver,UPI,Email,57.75,12,14,7471.99,1
53,1147290,Male,Hyderabad,Mobile,Silver,UPI,Google Ads,39.5,10,12,17789.58,0
18,1623717,Female,Chennai,Mobile,Silver,UPI,Referral,27.91,10,10,4316.36,1
25,395048,Female,Delhi,Mobile,Basic,UPI,Referral,24.47,3,12,20816.55,1
52,940581,Male,Chennai,Mobile,Silver,Net Banking,Email,20.16,20,10,14339.02,1
32,1096838,Female,Delhi,Mobile,,UPI,Social Media,58.91,10,10,14638.86,1
39,829438,Female,Pune,Mobile,Silver,Net Banking,Email,8.95,9,4,5323.41,0
31,1385663,Male,Pune,Mobile,Gold,Credit Card,Referral,19.57,20,0,1945.31,1
43,213320,Male,Mumbai,Mobile,Gold,UPI,Organic,29.64,19,8,11671.65,1
45,507025,Other,Mumbai,Desktop,Silver,UPI,Organic,29.2,14,0,15428.74,1
40,795115,Female,Delhi,Mobile,Basic,Net Banking,Google Ads,28.81,2,5,2466.66,1
31,1741863,Female,Hyderabad,Mobile,Basic,Credit Card,Google Ads,11.37,5,0,23768.31,1
41,544359,Female,Chennai,Desktop,Silver,Net Banking,Organic,9.55,20,2,24512.32,0
19,1123793,Male,Chennai,Desktop,Basic,Net Banking,Referral,16.03,8,14,13681.87,1
43,1488507,Male,Mumbai,Mobile,Silver,UPI,Google Ads,54.96,7,9,23756.72,1
31,1123187,Male,Delhi,Tablet,Basic,Debit Card,Email,7.67,6,4,4568.19,1
24,586845,Female,Chennai,Mobile,Gold,Debit Card,Email,45.69,11,14,732.98,1
20,1777690,Female,Chennai,Mobile,Silver,Net Banking,Referral,45.7,12,9,1081.3,1
40,280734,Female,Hyderabad,Desktop,Basic,UPI,Google Ads,48.78,18,6,14729.06,1
60,337702,Male,Bengaluru,Mobile,Gold,Credit Card,Email,53.31,19,13,1634.88,1
35,934122,Male,Mumbai,Mobile,Basic,Debit Card,Google Ads,16.52,10,9,23967.79,1
55,1405811,Female,Mumbai,Mobile,Basic,Credit Card,Google Ads,14.25,14,7,3634.14,1
52,1327087,Female,Bengaluru,Mobile,Silver,Debit Card,Email,28.46,3,11,7687.6,1
32,1163939,Female,Chennai,Mobile,Silver,UPI,Organic,16.64,18,8,20580.69,1
42,1502373,Male,Hyderabad,Tablet,Gold,Net Banking,Email,44.32,15,15,5546.63,1
54,786229,Female,Hyderabad,Mobile,Basic,Credit Card,Referral,38.52,6,5,6149.91,0
45,909497,Male,Mumbai,Desktop,Silver,Credit Card,Social Media,52.62,10,14,16093.49,1
27,278818,Female,Hyderabad,Mobile,Basic,Net Banking,Email,5.88,12,10,6974.54,1
56,1153950,,Pune,Desktop,Basic,Credit Card,Google Ads,54.99,7,8,5514.45,1
34,332360,Female,Bengaluru,,Gold,Debit Card,Google Ads,18.31,17,7,6429.03,1
56,799369,Male,Chennai,Desktop,Gold,Net Banking,Email,29.95,1,8,12317.12,1
39,741165,Female,Pune,Mobile,Basic,Debit Card,Social Media,26.88,18,9,24155.89,1
43,553706,Male,Bengaluru,Mobile,Silver,Debit Card,Email,45.86,15,3,20822.72,1
42,1112817,Male,Delhi,Mobile,Basic,UPI,Social Media,25.8,19,8,7186.8,1
34,1440533,Male,Mumbai,Desktop,Gold,Debit Card,Social Media,56.67,1,14,9147.99,1
30,252715,Male,Hyderabad,Desktop,Basic,UPI,Referral,54.25,5,6,11666.36,1
37,321398,Male,Delhi,Mobile,Basic,Credit Card,Google Ads,52.46,15,4,24475.35,1
42,1747628,Female,Hyderabad,Mobile,Silver,Credit Card,Google Ads,5.2,3,4,4392.52,1
21,1361208,Male,Pune,Mobile,Silver,UPI,Social Media,51.4,1,0,9001.33,1
27,1045580,Female,Chennai,Desktop,Silver,Debit Card,Google Ads,47.12,8,1,18262.71,0
20,263186,Female,Chennai,Mobile,Basic,Net Banking,Organic,7.11,12,9,24102.2,1
58,1379670,Female,Chennai,Desktop,Basic,Net Banking,Social Media,7.34,19,2,3976.31,1
35,774604,Male,Hyderabad,Tablet,Silver,UPI,Google Ads,6.97,12,13,5761.76,1
53,1256956,Male,Delhi,Mobile,Basic,Credit Card,Organic,1.67,13,13,5719.8,1
39,814486,Female,,Mobile,Gold,Credit Card,Referral,33.37,1,7,621.21,1
51,444500,Other,Delhi,Mobile,Basic,Net Banking,Google Ads,58.43,19,5,15142.48,1
25,250326,Male,Hyderabad,Mobile,Silver,UPI,Organic,26.88,6,11,16800.51,1
57,1058879,Male,Pune,Mobile,Gold,Net Banking,Email,32.9,8,9,15102.89,1
36,819282,Male,Delhi,Mobile,Basic,Debit Card,Email,58.11,4,10,1875.94,1
59,400971,Other,Pune,Desktop,Silver,Debit Card,Organic,16.06,5,12,1823.83,1
58,986481,Male,Hyderabad,Mobile,Gold,UPI,Social Media,51.65,7,14,5338.63,1
54,1697509,Male,Hyderabad,Mobile,Basic,UPI,Social Media,33.24,4,13,7328.33,1
23,1397060,Female,Mumbai,Tablet,Platinum,Debit Card,Google Ads,34.6,20,4,19684.94,1
43,1211519,Male,Hyderabad,Desktop,Silver,Credit Card,Email,21.25,4,12,4068.82,1
51,969352,Male,Hyderabad,Mobile,Basic,UPI,Social Media,34.13,15,0,1197.9,1
23,664410,Female,Bengaluru,Mobile,Silver,Debit Card,Social Media,5.32,5,11,9910.29,1
54,1570281,Female,Chennai,Mobile,Basic,Debit Card,Email,46.11,9,10,10468.17,0
50,405314,Male,Mumbai,Desktop,Gold,Credit Card,Referral,17.8,2,11,11327.59,1
39,1667292,Male,Mumbai,Desktop,Gold,Credit Card,Social Media,53.37,7,8,20689.9,1
38,1720448,Male,Mumbai,Desktop,Gold,Credit Card,Organic,22.7,17,2,2540.33,1
23,696998,Male,Bengaluru,Mobile,Platinum,Credit Card,Google Ads,9.43,16,2,17628.16,1
23,1127531,Female,Pune,Desktop,Gold,Net Banking,Social Media,42.06,17,1,8514.84,1
21,1748560,Male,Hyderabad,Mobile,Silver,Credit Card,Social Media,10.71,20,3,7818.51,1
47,645757,Male,Chennai,Mobile,Basic,Net Banking,Referral,45.47,2,11,23320.32,1
28,1603060,Male,Delhi,Mobile,Silver,UPI,Organic,58.12,11,1,6286.87,1
47,688062,Female,Pune,Mobile,Basic,Debit Card,Google Ads,46.99,2,15,16099.04,1
48,312028,Female,Hyderabad,Mobile,Gold,Net Banking,Social Media,2.32,1,12,6950.68,1
41,411447,Female,Bengaluru,Desktop,Silver,UPI,Google Ads,36.39,2,8,12727.88,1
26,1040563,Male,Hyderabad,Tablet,Basic,UPI,Email,42.03,9,11,19678.69,1
20,1669700,Female,Hyderabad,Mobile,Basic,Net Banking,Social Media,49.7,2,9,22054.89,1
